Num	MZ	True_MZ	0.200704225	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.098591549	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
101	262.6440309	261.1440309	1	263.1380641	-0.140131099	23	-0.123181932	0.174681935	-0.313081216	0.154363176	-0.313081216	0.037502078	3.099932152	3.260733333	0		0.015257827	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	227900.136	172480.3842	1.321310462	1.306518107	8	8	8	8	1	0.988985028	-	-	0.02694	0.00906	0.002	0.03637	0.01348	0.03874				
458	261.14404												3.0999322					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										1										227900.14	0.16080117	-0.46744436	261.14392
102	261.1440309	261.1440309	0	263.1380641	-0.140131099	26	-0.177371554	0.257225935	-0.897386705	0.388085371	-0.313081216	-0.07935902	3.556778031	3.765516667	0		-0.008507282	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	622075.1336	485876.4797	1.280315388	1.290274962	15	15	15	15	2	0.994076651	-	-	0.02347	0.00422	0.002	0.03034	0.0054	0.03874	787931.06	0.2087388	-0.70116657	261.14386
19	167.5858878	166.0858878	1	167.0829229	0.000630999	15	0.01799896	0.133433302	-0.154262693	0.305101714	-0.062389811	0.084606799	3.879400391	4.099983333	0		-0.005013062	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	42387.21155	42260.51379	1.002998018	0.990307886	4	4	3.5	3.5	3	0.94414327	-	-	0.98298	0.05607	0.001	1.01732	0.05715	0.01937				
138	366.1651161	366.1651161	0	369.1562505	0.081305943	5	0.075211076	0.444577011	-0.876662412	0.873556581	-0.293256081	0.473506525	3.981311781	4.206666667	0		-0.005013062	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22782.4555	37731.12768	0.603810618	0.573106467	9.5	9.5	9.5	9.5	3	0.894460784	-	-	-1	-1	0.003	0.06903	0.01673	0.0581	28127.348	0.22535467	-0.83343756	366.16483
462	166.08589												3.8794005					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										3										41480.84	0.22058272	0.09187288	166.0859
15	160.0964575	160.0964575	0	161.0934703	-0.138317864	17	-0.026599911	0.142646906	-0.255343847	0.221206019	-0.160033874	0.125896046	4.037622911	4.276966667	0		-0.015890181	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35209.18507	38278.98236	0.919804626	-1	6.5	6.5	6	6	4	0.878199632	-	-	0.76563	0.132	0.001	1.30611	0.2013	0.01937	34970.695	0.23934412	0.0	160.09645
29	233.185507	233.185507	0	234.182557	0.064917414	7	0.079891895	0.357751507	-0.764235948	0.609925657	-0.070611519	0.269657069	4.054256778	4.294366667	0		-0.015890181	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	13595.9252	18262.97173	0.744453061	-1	5.5	5.5	6	6	4	0.823821118	-	-	1.16943	0.1587	0.001	0.85511	0.11137	0.01937	13568.293	0.24010944	-0.7197989	233.18533
428	166.085887	166.085887	0	175.0596687	2.815526403	27	2.799958313	0.189227239	2.378423914	3.113406968	2.672417136	2.929661205	4.122123957	4.365616667	0		-0.016152755	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	429655.4605	36300.61494	11.83603807	8.472414629	11	15	15	15	6	0.544985086	-	-	1.01499	0.05093	0.00901	-1	-1	0.17431	443108.97	0.2434926	0.0	166.08589
20	166.0858878	166.0858878	0	167.0829229	0.000630999	19	-0.007946622	0.185875856	-0.613627099	0.580720358	-0.062389811	0.102981375	4.122123957	4.365616667	0		-0.016152755	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	429655.4605	442073.4215	0.971909732	0.978440009	11	15	11.5	15	6	0.994655542	-	-	1.01222	0.05007	0.001	0.98792	0.05022	0.01937	443108.97	0.2434926	0.0	166.08589
9	147.6171729	146.1171729	1	147.1142122	0.029981418	17	-0.070916149	0.214580055	-0.384201482	0.242369184	-0.321544415	0.075283673	4.123669481	4.365616667	0		-0.014607231	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26735.57963	18659.69001	1.432798702	-1	6	6	5.5	5.5	5	0.908462172	-	-	0.63535	0.05836	0.001	1.57393	0.14279	0.01937				
470	146.11717												4.1236696					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										5										26735.691	0.27721405	0.52214223	146.11725
7	138.0546349	138.0546349	0	139.0516731	0.023721043	39	-0.010880657	0.114980463	-0.296112082	0.256523803	-0.075057728	0.035469449	4.331357852	4.5601	0		0.006974363	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	374361.7835	268657.7192	1.393452548	1.461652317	15	15	15	15	7	0.950545024	-	-	0.60407	0.09704	0.001	1.65545	0.26649	0.01937	386674.75	0.22874165	0.22105433	138.05467
287	139.5546554	138.0546554	1	144.0369069	0.304363514	21	0.539977059	0.337395812	-0.118764817	1.097033948	0.301238393	0.765452467	4.331357852	4.5601	0		0.006974363	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	374361.7835	33058.69579	11.32415465	8.916680799	15	15	15	15	7	0.704433003	-	-	0.61235	0.10393	0.00601	0.05832	0.00517	0.11621				
13	158.0808199	158.0808199	0	159.0778302	-0.156035375	21	-0.137943104	0.269796247	-0.741225853	0.320551785	-0.258599654	0.127501306	4.392045531	4.631133333	0		-0.00036387	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	11798.8274	29333.34252	0.402232626	2.047331892	7.5	7.5	15	13.5	8	0.733058531	-	-	0.51094	0.06517	0.001	1.95717	0.23637	0.01937	10688.803	0.23908806	0.19305046	158.08086
10	146.1171729	146.1171729	0	147.1142122	0.029981418	21	0.047916219	0.141770757	-0.279773038	0.346797629	-0.008259082	0.13794074	4.568898744	4.826833333	0		-0.011071943	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	214093.3485	135924.8225	1.575086468	1.634074544	15	15	14.5	15	9	0.984173224	-	-	0.60057	0.04538	0.001	1.66508	0.13382	0.01937	245579.77	0.25793457	0.10442844	146.11719
16	160.0964575	160.0964575	0	161.0934703	-0.138317864	23	-0.064723901	0.284388507	-1.303753551	0.602445911	-0.160033874	0.125896046	4.534507413	4.790966667	0		-0.011071943	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	105620.6971	119906.3368	0.88086001	1.092156978	15	15	15	15	9	0.976409113	-	-	0.79667	0.14988	0.001	1.25522	0.34792	0.01937	127176.43	0.2564597	-0.66716987	160.09634
23	205.1541897	205.1541897	0	206.1512324	0.037921721	5	-0.039883369	0.589585078	-2.058692403	0.84201742	-0.437269989	0.39575437	4.500187325	4.755166667	0		-0.011071943	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26932.33322	35164.55345	0.765894362	0.823652709	15	15	15	15	9	0.930001536	-	-	1.13848	0.20346	0.001	0.87836	0.17074	0.01937	31672.941	0.25497913	-0.2975087	205.15413
30	233.185507	233.185507	0	234.182557	0.064917414	17	0.24301516	0.62991403	-1.091417282	2.376704862	-0.149135039	0.518314883	4.534507413	4.790966667	0		-0.011071943	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	40454.72057	49532.72994	0.816727053	0.855634356	15	15	15	15	9	0.962428657	-	-	1.10579	0.14709	0.001	0.90433	0.16918	0.01937	49469.715	0.2564597	-0.6543627	233.18535
26	220.1174973	220.1174973	0	221.1145464	0.064519178	18	0.077702833	0.148029381	-0.185717382	0.299530382	-0.01934672	0.160888164	4.786898759	5.025166667	0		0.016619118	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	101916.0249	42834.62444	2.379290731	-1	6.5	6.5	6.5	6.5	10	0.963040521	-	-	0.40331	0.02876	0.001	2.47948	0.18413	0.01937	101235.69	0.23826838	0.13864222	220.11752
14	158.0808199	158.0808199	0	159.0778302	-0.156035375	9	-0.122328727	0.296234768	-0.644700613	0.417077025	-0.335819846	0.18541645	4.88076065	5.152483333	0		-0.011805499	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46806.78771	9766.437991	4.792616075	-1	15	15	8.5	8.5	11	0.92230811	-	-	0.48175	0.07857	0.001	2.07574	0.31375	0.01937	63031.848	0.16267252	0.19305046	158.08086
27	220.1174973	220.1174973	0	221.1145464	0.064519178	24	0.149334646	0.256945673	-0.185717382	0.923420365	-0.047075164	0.244073495	5.268891179	5.52935	0		0.01378169	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	346712.5013	154482.0332	2.244354856	2.192306795	15	15	15	15	12	0.987642686	-	-	0.42433	0.03336	0.001	2.35666	0.18583	0.01937	418126.03	0.26045847	-0.06932111	220.11748
43	283.164669	283.164669	0	284.1616875	-0.05787869	8	-0.004261809	0.832206812	-0.844893199	2.603850966	-0.629346689	0.168175399	5.338059037	5.601	0		0.013925452	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	15905.08155	13960.52059	1.139290003	1.260399788	9.5	9.5	9.5	9.5	13	0.968581864	-	-	0.80947	0.09966	0.001	1.23538	0.1426	0.01937	15830.025	0.38877392	-0.10777325	283.16464
203	384.1141902	384.1141902	0	389.0993773	0.032732454	23	-0.042191867	0.411127929	-0.810201127	1.017131251	-0.333505724	0.143189679	6.240866774	6.56065	0		-0.010823509	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44607.0153	31399.22789	1.420640516	1.381268614	9	9	9	9	15	0.935913055	-	-	-1	-1	0.00501	0.09399	0.02196	0.09684	44607.11	0.3197837	0.15889847	384.11426
31	255.1334017	255.1334017	0	256.13046	0.091551321	19	-0.083922901	0.681525294	-2.672126744	1.275141906	-0.351611234	0.258421193	6.482928556	6.34195	1	1	0.443133748	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	50322.05859	42568.96749	1.182130119	1.207511911	15	15	15	15	14	0.974497028	-	-	0.83045	0.07225	0.001	1.20416	0.11744	0.01937	60312.938	-0.14097881	-0.1196142	255.13338
44	283.164669	283.164669	0	284.1616875	-0.05787869	24	-0.064466179	0.920012315	-2.784811792	2.819397476	-0.521573434	0.211284701	6.500340933	6.359933333	1	1	0.443133748	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	54076.05041	44866.34145	1.20526989	1.243733945	15	15	15	15	14	0.972867171	-	-	0.82904	0.08356	0.001	1.20621	0.10888	0.01937	64205.098	-0.14040756	-0.2155465	283.1646
39	278.1228586	278.1228586	0	279.119879	-0.052099997	23	-0.092120642	0.380105369	-0.640755484	0.566241169	-0.37741076	0.259005657	6.624942584	6.95685	0		-0.01139391	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8598.645312	7458.069294	1.152931807	-1	6.5	6.5	5	5	16	0.862944086	-	-	0.74544	0.10151	0.001	1.3415	0.19607	0.01937				
11	148.0600532	148.0600532	0	149.057077	-0.074991193	8	-0.090597192	0.35039757	-0.688334222	0.548363083	-0.255490166	0.094907404	6.624942584	6.95685	0		-0.01139391	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10116.15744	4760.327774	2.125096825	-1	5.5	5.5	5.5	5.5	16	0.651049995	-	-	0.56719	0.11116	0.001	1.76307	0.37652	0.01937	10039.661	0.33190727	-0.8244648	148.05994
2	130.0495134	130.0495134	0	131.0465412	-0.055188211	22	-0.037012185	0.134920718	-0.197008474	0.154983363	-0.197008474	0.154983363	6.624942584	6.95685	0		-0.01139391	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22429.21886	11140.67928	2.013272108	1.727714645	6.5	6.5	5	5	16	0.833417934	-	-	0.6181	0.06601	0.001	1.61785	0.16522	0.01937	22354.396	0.33190727	-0.58665305	130.04944
33	260.1124917	260.1124917	0	261.1095476	0.080598974	30	0.053332618	0.112135183	-0.215823677	0.253474478	0.018825401	0.136149939	6.624942584	6.95685	0		-0.01139391	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	602752.3385	451256.5608	1.335719834	1.28765213	8	8	8	8	16	0.99776841	-	-	0.78077	0.01017	0.001	1.28078	0.01662	0.01937	602749.06	0.29662418	0.23464908	260.11255
50	333.2012909	333.2012909	0	334.1983142	-0.034601307	23	-0.1074227	0.327109441	-0.718016135	0.747408109	-0.369977877	0.03301379	6.624942584	6.95685	0		-0.01139391	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20302.83979	14178.74261	1.431921034	1.415019656	7	7	9	9	16	0.979458881	-	-	0.74813	0.03786	0.001	1.33666	0.06662	0.01937	20302.84	0.33190727	-0.45794508	333.20114
41	283.5941678	282.0941678	1	283.0912555	0.187238185	9	0.125540703	0.499672349	-0.631734957	0.990998599	-0.199006009	0.450087414	6.813015509	7.13295	0		0.005394283	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20336.38339	27449.07502	0.740876819	-1	4	12	15	10.5	17	0.751979431	-	-	0.83491	0.12604	0.001	1.19773	0.20406	0.01937				
510	282.09418												6.8130155					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										17										20333.62	0.31993437	-0.3245467	282.0941
202	220.1189585	220.1189585	0	225.104082	-0.231692901	6	-0.784162727	0.648718281	-2.384314375	-0.096732957	-1.191999212	-0.193781866	6.838689832	7.167883333	0		-0.002932882	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49557.51371	39718.09032	1.247731533	-1	7	7	7	7	18	0.822350472	-	-	-1	-1	0.00501	0.0868	0.04435	0.09684	49554.816	0.3291936	0.0	220.11896
204	384.1141902	384.1141902	0	389.0993773	0.032732454	18	0.037257367	0.355800916	-0.571853426	0.540435848	-0.333505724	0.365647534	6.855855732	7.185516667	0		-0.002932882	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	104810.8599	61168.07248	1.713489664	-1	7	7	7	7	18	0.788407132	-	-	-1	-1	0.00501	0.09106	0.01283	0.09684	120295.58	0.3296609	0.0	384.1142
430	834.3097297	834.3097297	0	843.2827602	-0.339901106	22	-0.506301758	0.319907563	-1.081102608	0.016244469	-0.861633193	-0.173962358	7.017287159	7.339983333	0		0.008042526	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	210985.5596	142874.6791	1.476717645	-1	8	8	8	8	19	0.987183409	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+,[M+H]+	-	-1	-1	0.00901	0.1654	0.02104	0.17431	210985.56	0.32269573	-0.43893883	834.3094
66	842.2858205	842.2858205	0	843.2827256	-0.154110632	10	-0.397567714	0.852680281	-1.986938441	1.05653742	-1.218823105	0.259436599	7.017287159	7.339983333	0		0.008042526	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	23987.29256	142874.6791	0.167890439	-1	8.5	8.5	8	8	19	0.960342062	[M+H]+	-	6.05141	0.70286	0.001	0.16525	0.02036	0.01937	23934.094	0.32269573	-0.07246371	842.28577
424	417.6580837	417.6580837	0	422.1445255	-0.515277708	7	-0.655090373	0.997930799	-2.541166606	1.769864785	-1.299005019	-0.12991176	7.000688697	7.32295	0		0.008042526	9	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46496.91943	31145.19166	1.492908438	1.724321201	8	8	8	8	19	0.837164559	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00901	0.17172	0.08316	0.17431	46389.2	0.3222618	-0.5114783	417.65787
436	851.3362993	851.3362993	0	860.3094604	-0.179672593	24	-0.199160485	0.44700678	-1.202867467	0.446079718	-0.342547196	0.087612939	7.017287159	7.339983333	0		0.008042526	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	181521.7106	122530.4344	1.481441826	1.450577933	8.5	8.5	8.5	8.5	19	0.984656383	[M+NH4]+	-	-1	-1	0.00901	0.15925	0.01533	0.17431	181358.48	0.32269573	-0.6452402	851.33575
70	859.3124285	859.3124285	0	860.3094148	-0.056571043	8	-0.11504901	0.932676821	-1.734485103	2.029993536	-1.066822854	0.396351862	7.017287159	7.339983333	0		0.008042526	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	18844.28514	122530.4344	0.15379269	0.152351307	8	8	8.5	8.5	19	0.952745774	[M+NH4]+	-	6.27945	0.63416	0.001	0.15925	0.01533	0.01937	18911.705	0.32269573	-0.710279	859.3118
32	260.1059261	260.1059261	0	261.1029281	-0.12624549	5	-0.599810035	1.145306661	-3.383671634	0.840118378	-0.919794127	0.136153376	7.039039552	7.356666667	0		0.013535746	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	33235.45722	24152.06953	1.376091485	-1	15	15	15	15	20	0.735464271	-	-	0.67772	0.13179	0.001	1.47554	0.29527	0.01937				
3	130.0495134	130.0495134	0	131.0465412	-0.055188211	29	-0.038044419	0.150635465	-0.431669699	0.272313975	-0.079677862	0.03765275	7.115603846	7.458783333	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	252783.1949	196963.304	1.283402491	1.373435102	15	15	15	15	21	0.968177624	-	-	0.70783	0.06373	0.001	1.41276	0.13215	0.01937	304819.4	0.3431797	-0.58665305	130.04944
34	260.1124917	260.1124917	0	261.1095476	0.080598974	44	0.068026014	0.129123013	-0.333148216	0.370799017	0.018825401	0.136149939	7.115603846	7.458783333	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6441042.06	5095802.396	1.263989762	1.266765942	15	15	15	15	21	0.999358147	[M+H]+	-	0.78182	0.01158	0.001	1.27907	0.01905	0.01937	7929454.5	0.3431797	-0.23464908	260.11243
40	278.1228586	278.1228586	0	279.119879	-0.052099997	27	0.028957392	0.347399485	-0.531028516	1.334329948	-0.245738398	0.237060263	7.082139505	7.424466667	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	202811.6982	146720.8747	1.382296136	1.387689166	15	15	15	15	21	0.973390975	-	-	0.72185	0.05775	0.001	1.38532	0.10625	0.01937	236363.7	0.34232712	-0.3291809	278.12277
42	283.5941678	282.0941678	1	283.0912555	0.187238185	7	0.131234504	0.436235904	-0.848099431	0.882816362	-0.242278903	0.450087414	7.148506551	7.492516667	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34414.26033	16127.28822	2.133914881	1.495104147	9	15	11.5	11.5	21	0.944542882	[M+Na]+	-	0.72273	0.06929	0.001	1.38363	0.14019	0.01937				
51	333.2012909	333.2012909	0	334.1983142	-0.034601307	28	-0.029621278	0.269166336	-0.809605151	0.655819094	-0.260071059	0.197874018	7.115603846	7.458783333	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	208872.9924	149472.6981	1.397398957	1.385616842	15	15	15	15	21	0.962231572	-	-	0.72959	0.05617	0.001	1.37063	0.10438	0.01937	255875.14	0.3431797	-0.45794508	333.20114
12	148.0600532	148.0600532	0	149.057077	-0.074991193	23	-0.176597406	0.35129818	-1.512799092	0.342246865	-0.379159896	0.033072539	7.13177795	7.475366667	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	92132.94052	64127.48816	1.436715255	1.454928481	15	15	15	15	21	0.962662086	-	-	0.63848	0.06645	0.001	1.56623	0.15983	0.01937	109062.6	0.34358883	0.2061162	148.06009
45	292.1384345	292.1384345	0	293.1354608	-0.0292779	44	-0.031451918	0.273682488	-0.818940183	0.539075294	-0.192163809	0.121224378	7.115603846	7.458783333	0		-0.009458571	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	191426.9168	138048.6295	1.386662928	1.387700193	15	15	15	15	21	0.980736464	[M+CH3OH+H]+	-	0.71195	0.05688	0.001	1.40459	0.11246	0.01937	218864.72	0.3431797	-0.4178509	292.1383
534	282.09418												7.1485066					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										21										50095.934	0.34400988	0.0	282.09418
90	205.0967243	205.0967243	0	207.0908061	0.058550911	21	0.051132094	0.184265387	-0.324239706	0.419740439	-0.101045662	0.181666793	7.300586342	7.6298	0		0.008644725	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	221504.0826	196971.8826	1.12454671	1.163403539	11	11	11.5	11.5	22	0.988054659	-	-	0.02624	0.00806	0.002	0.02974	0.00712	0.03874	221473.64	0.32921362	0.37199005	205.0968
431	834.3097297	834.3097297	0	843.2827602	-0.339901106	20	-0.208852367	0.271402757	-0.788476721	0.162557413	-0.364169184	-0.013018119	7.501666042	7.8561	0		-0.011380802	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356561.7182	236792.8035	1.505796261	1.486164945	6	6	7	7	23	0.981291812	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+,[M+H]+	-	-1	-1	0.00901	0.1586	0.01244	0.17431	422202.28	0.354434	-0.51209533	834.3093
67	842.2858205	842.2858205	0	843.2827256	-0.154110632	9	-0.180919798	0.833738054	-2.059402152	1.05653742	-0.682591643	0.447842248	7.501666042	7.8561	0		-0.011380802	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	38997.35594	236792.8035	0.164689785	0.163498846	6	6	7	7	23	0.979881742	[M+H]+	-	6.30531	0.49281	0.001	0.1586	0.01244	0.01937	44942.184	0.354434	-0.36231855	842.2855
437	851.3362993	851.3362993	0	860.3094604	-0.179672593	20	-0.170483142	0.318262518	-0.987787399	0.23099965	-0.485933908	0.087612939	7.501666042	7.8561	0		-0.011380802	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	301894.8701	204077.5362	1.479314558	1.453989727	7	7	7	7	23	0.992222936	[M+NH4]+	-	-1	-1	0.00901	0.16395	0.01345	0.17431	367719.78	0.354434	-0.7886269	851.33563
71	859.3124285	859.3124285	0	860.3094148	-0.056571043	10	-0.242899227	0.656127624	-1.663457204	0.751491356	-0.754300099	0.282707224	7.501666042	7.8561	0		-0.011380802	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	33531.68882	204077.5362	0.164308573	0.159491525	7	7	7	7	23	0.971917339	[M+NH4]+	-	6.09951	0.50253	0.001	0.16395	0.01345	0.01937	41675.44	0.354434	-0.3551395	859.31213
425	419.1580837	417.6580837	1	422.1445255	-0.515277708	10	-0.341809913	0.623825536	-1.372073348	0.673839855	-0.904436044	0.103906891	7.501666042	7.8561	0		-0.011380802	9	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	70111.48929	47661.46501	1.471030932	-1	6	6	6	6	23	0.975246223	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00901	0.17407	0.03273	0.17431				
552	417.65808												7.501666					9		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										23										77201.53	0.354434	-0.36534166	417.65793
96	231.1698172	231.1698172	0	233.1638901	0.013689503	11	-0.102850331	0.596476898	-2.003847314	0.768439953	-0.498891369	0.332794811	7.599917515	7.95825	0		-0.01303815	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	66136.0809	56741.60098	1.165566	1.185756849	11	11	10.5	10.5	24	0.974104548	-	-	0.06201	0.03768	0.002	0.07437	0.03177	0.03874	65784.195	0.35833263	0.0	231.16982
288	281.0987009	281.0987009	0	287.0809121	0.006271107	5	-0.122480645	0.454643756	-1.415395237	0.430215669	-0.221176416	0.104519627	7.956293515	8.301283333	0		0.007364994	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34764.48843	21844.82255	1.591429198	1.685036105	5	5	5	5	25	0.925280908	-	-	-1	-1	0.00601	0.08117	0.02635	0.11621	53967.02	0.3449893	0.43426138	281.09882
111	287.1595519	287.1595519	0	289.1535695	-0.181729633	7	-0.253460252	1.02956731	-3.685483501	1.628213697	-0.497265182	0.331671581	8.177046494	8.519166667	0		0.014352412	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	111887.5882	39276.78345	2.848695295	2.980316406	8	15	10	15	26	0.976752411	-	-	0.02177	0.00364	0.002	0.05764	0.00873	0.03874	112451.39	0.34212017	0.31882185	287.15964
37	262.1280255	262.1280255	0	263.1250637	0.012447353	14	-0.285311215	0.557179744	-1.611233179	0.484370315	-0.610000398	0.204956516	8.388565787	8.756616667	0		-0.007408012	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	76016.90183	51228.61327	1.483875846	1.50987026	15	15	6	15	27	0.973920122	-	-	0.63925	0.06527	0.001	1.56432	0.17969	0.01937	76046.88	0.36805058	-0.58211213	262.12787
28	232.1174801	232.1174801	0	233.1145345	0.084154799	21	0.243350742	0.380874999	-0.24185354	1.467317675	-0.044641477	0.415520004	8.675414959	10.02123333	1	-1	-0.968189249	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	282927.3447	223639.2849	1.265105748	1.259876985	11	11	10.5	10.5	33	0.993998565	-	-	0.77769	0.04784	0.001	1.28585	0.08321	0.01937				
121	376.2434432	376.2434432	0	378.2375259	0.034061989	14	0.02602954	0.179713897	-0.217304227	0.431585818	-0.136192971	0.107140796	8.784869455	9.153016667	0		-0.001258872	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36415.85562	158880.0344	0.229203473	-1	5	5	15	15	28	0.981168827	-	-	-1	-1	0.002	-1	-1	0.03874	36415.855	0.36814785	0.0	376.24344
136	303.1607125	303.1607125	0	306.1517683	-0.16112444	5	0.526613955	0.672930442	-0.253537367	1.457762306	-0.072340931	1.095369434	8.788907935	9.153016667	0		0.002779608	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35095.74783	793360.7467	0.044236809	-1	2	2	15	15	29	0.547175013	-	-	10.35246	1.27981	0.003	-1	-1	0.0581	60682.164	0.5881758	0.30199406	303.1608
112	303.1490765	303.1490765	0	305.1430157	-0.430746488	5	-0.701136595	0.293320516	-1.175716904	-0.26969995	-0.934112383	-0.43076963	8.83595897	9.18805	0		0.015307269	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28781.02574	24989.45137	1.151726995	1.443448215	14	14	12.5	12.5	30	0.763162317	-	-	0.09467	-1	0.002	0.12722	-1	0.03874				
84	173.0916576	173.0916576	0	175.0856874	-0.230845325	24	-0.390069372	0.31615637	-1.265736288	0.056579525	-0.560501188	-0.11972925	8.933424618	9.308816667	0		-0.006286904	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	207676.0612	115459.4583	1.798692496	1.905547829	15	15	15	15	31	0.962301587	-	-	0.02585	0.00888	0.002	0.05076	0.01547	0.03874	208008.95	0.37539196	0.35261756	173.09172
