Num	MZ	True_MZ	0.200704225	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.098591549	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
265	446.1853157	446.1853157	0	449.1762817	-0.310999926	11	-0.465969256	0.412896589	-1.335008966	0.443303774	-0.705759842	-0.199624678	18.41376088	18.81183333	0		0.005760325	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	407148.1514	312805.4001	1.301602055	1.330713879	8	8	9	9	83	0.990518208	-	-	-1	-1	0.00601	0.09599	0.01953	0.11621	406974.56	0.3980713	-0.4787765	446.1851
448	446.6868994	446.6868994	0	453.6673731	2.75242592	8	2.792449891	0.243351976	2.331290962	3.151129059	2.631898264	2.987161439	18.41376088	18.81183333	0		0.005760325	14	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	177010.6232	221408.099	0.799476731	0.845298622	8	8	9	9	83	0.973423722	-	-	-1	-1	0.01401	-1	-1	0.27115	176808.28	0.3980713	-0.13663968	446.68683
412	449.678022	449.678022	0	453.6674053	2.765677082	6	2.887117776	0.357116471	2.350981129	3.640423699	2.676735041	3.097500511	18.41376088	18.81183333	0		0.005760325	8	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	166712.0826	221408.099	0.752962893	0.826236572	8	8	9	9	83	0.963359345	-	-	-1	-1	0.00801	-1	-1	0.15494	166554.88	0.3980713	-0.339327	449.67786
78	459.6684519	458.1684519	1	459.1664351	2.069646646	7	1.76152037	1.039053302	-1.321467766	3.141252715	1.342842969	2.461853478	18.45906648	18.8575	0		0.005760325	2	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	195677.3401	99278.81014	1.970987967	-1	9	9	9	9	83	0.95645024	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	41K1 (scans: 6, obs: 49.2%, exp: 7.5%)	-1	-1	0.002	-1	-1	0.03874	64267.52	0.35276604	-1.5269794	459.66776
344	854.9180881	853.4180881	1	859.4001211	-0.206675019	24	-0.146473004	0.25269844	-0.466202636	0.392019008	-0.323165696	0.020122962	18.41376088	18.81183333	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7792830.987	6438915.714	1.210270694	1.202939938	8	8	8	8	83	0.997622882	[M+K]+,[M+2Na-H]+,[M+Na]+,[M+NH4]+,[M+H]+	-	-1	-1	0.00601	0.10599	0.00386	0.11621				
68	857.4060419	857.4060419	0	858.4017902	-1.500545992	7	-1.058840564	1.299680141	-2.734943165	0.824348073	-2.450199866	0.46841895	18.39871288	18.79666667	0		0.005760325	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	33760.77896	676399.273	0.0499125	0.050842853	7	7	8	8	83	0.859205925	-	-	18.53372	3.60949	0.001	0.05396	0.0083	0.01937	33510.56	0.39795494	0.07118582	857.4061
353	876.8982077	875.3982077	1	881.3803861	-0.035387553	21	0.013055561	0.257307847	-0.384774156	0.661066852	-0.231384141	0.228785902	18.44402036	18.84233333	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	1506454.34	1252685.685	1.202579671	1.212118862	9	9	9	9	83	0.990967137	[M+K]+,[M+2Na-H]+,[M+Na]+,[M+NH4]+	-	-1	-1	0.00601	0.11143	0.00575	0.11621				
73	880.3836188	880.3836188	0	881.3803244	-0.374031494	14	-0.52663163	0.517293723	-1.346332212	0.594849267	-1.082886154	-0.167757743	18.41376088	18.81183333	0		0.005760325	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	140100.8312	1252685.685	0.111840371	0.111446949	9	9	9	9	83	0.993845631	-	-	8.97812	0.47135	0.001	0.11138	0.00561	0.01937	140100.83	0.3980713	-0.9012629	880.3828
371	898.4740266	898.4740266	0	904.4561608	-0.083614215	15	0.028926255	0.881510053	-0.714551972	3.429301296	-0.415651081	0.114218682	18.41376088	18.81183333	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	414103.3239	352786.7686	1.173806278	1.211931723	9	9	9	9	83	0.993669302	-	-	-1	-1	0.00601	0.10908	0.01215	0.11621	415012.0	0.3980713	-0.6793202	898.4734
76	903.4595348	903.4595348	0	904.4560025	-0.627859	8	-0.27747562	1.238047948	-1.717287496	3.281942008	-1.379501719	0.57965579	18.41376088	18.81183333	0		0.005760325	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	39112.34688	352786.7686	0.110866819	0.114793941	9	9	9	9	83	0.971475339	-	-	9.16761	1.16004	0.001	0.10908	0.01215	0.01937	39112.348	0.3980713	-1.8916003	903.4578
377	906.3280668	906.3280668	0	912.3102047	-0.078919767	6	-0.050771944	0.968083642	-2.459286578	1.177253609	-0.802640493	0.827068258	18.39871288	18.79666667	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	92371.87925	81168.38718	1.138027777	1.164575371	9	9	9	9	83	0.949150618	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+CH3OH+H]+,[M+Na]+	-	-1	-1	0.00601	0.15303	0.04304	0.11621	92371.875	0.39795494	-1.0774933	906.3271
394	926.5054383	926.5054383	0	932.4874697	-0.192126449	17	-0.125661297	0.494021314	-0.627056472	1.283368938	-0.495302995	0.268867168	18.41376088	18.81183333	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	287983.0309	239702.741	1.201417346	1.188593991	9.5	9.5	9	9	83	0.980442488	-	-	-1	-1	0.00601	0.08662	0.01594	0.11621	287978.34	0.3980713	-1.0540278	926.50446
249	427.2122432	427.2122432	0	430.2031317	-0.506019206	22	-0.429936396	0.260024526	-0.608521974	0.462991493	-0.608521974	-0.39421928	18.41376088	18.81183333	0		0.005760325	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	3150252.28	2599950.481	1.211658569	1.194504358	8	8	8	8	83	0.995816579	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.09002	0.00635	0.11621	3150249.2	0.3980713	-0.50003964	427.21204
259	438.2022024	438.2022024	0	441.1929714	-0.766044986	6	-0.604867568	1.124692834	-2.821826387	1.217449366	-1.317544382	0.43745129	18.41376088	18.81183333	0		0.005760325	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	152560.2027	113654.1177	1.342320065	1.249126774	8	8	8	8	83	0.757712253	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	37Cl1 (scans: 3, obs: 23.2%, exp: 32.0%), 41K1 (scans: 3, obs: 23.2%, exp: 7.5%)	0.38254	0.04186	0.00601	0.10881	0.04894	0.11621	151441.16	0.3980713	-0.34821343	438.20206
450	449.6780985	449.6780985	0	456.6584774	2.523268542	6	2.496757888	0.435138927	1.433533494	2.926572005	2.315783523	2.750122	18.41376088	18.81183333	0		0.005760325	14	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	166712.0826	178088.9264	0.936117062	0.955168556	8	8	8	8	83	0.964526856	-	-	-1	-1	0.01401	0.13936	0.04177	0.27115	166554.88	0.3980713	-0.5429231	449.67786
275	453.6675156	453.6675156	0	456.6585478	-0.159735043	10	-0.261919213	0.466581204	-1.380259669	0.705066896	-0.640305082	0.032380907	18.41376088	18.81183333	0		0.005760325	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	221408.099	178095.1306	1.243201306	1.18088339	9	9	8	8	83	0.955025976	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.00601	0.11351	0.03729	0.11621	221211.81	0.3980713	-0.6054174	453.66724
456	877.4045657	877.4045657	0	891.3611601	-2.158784982	5	-2.166864546	1.22482092	-3.608722018	1.191145621	-2.982652326	-1.800076241	18.41376088	18.81183333	0		0.005760325	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	209618.8729	40397.16731	5.188949792	5.574005364	9	9	8	8	83	0.93339204	-	-	-1	-1	0.01401	-1	-1	0.27115	209409.34	0.3980713	-0.0695633	877.4045
142	447.1884345	447.1884345	0	450.1796283	0.199294957	6	-0.006146068	1.272463336	-1.604987191	2.96730846	-1.263771098	0.947309187	18.41376088	18.81183333	0		0.005760325	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44851.60934	40464.92561	1.108407063	0.960858315	9	9	8	8	83	0.845827377	-	-	-1	-1	0.003	-1	-1	0.0581	44751.746	0.3980713	-1.2966211	447.18787
381	915.3304183	915.3304183	0	921.3113594	-1.385620072	7	-1.270746277	0.797009365	-2.501780297	-0.301306987	-2.181711452	-0.488013813	18.39871288	18.79666667	0		0.005760325	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	61941.64329	53229.83743	1.163663958	-1	8	8	8	8	83	0.926791534	[M+ACN+H]+	34S4 (scans: 11, obs: 53.2%, exp: 17.7%), 37Cl2 (scans: 8, obs: 60.0%, exp: 64.0%), 41K1 (scans: 9, obs: 61.0%, exp: 7.5%)	-1	-1	0.00601	0.13965	-1	0.11621	61754.48	0.39795494	-0.26672402	915.3302
812	458.1685												18.459066					8		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										83										195219.52	0.3984337	-0.39964658	458.1683
814	458.67007												18.459066					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										83										90410.23	0.3984337	-0.33267462	458.66992
822	173.09166												18.428808					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										83										69540.17	0.39819145	-0.08815439	173.09164
832	853.4181												18.413761					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										83										7792829.5	0.3980713	-0.42911083	853.4177
836	875.3982												18.444021					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										83										1506783.1	0.39831352	-0.13944547	875.3981
196	461.6659564	460.1659564	1	462.659281	1.602529457	6	1.229381902	0.926854386	-0.669742647	2.513551836	0.457674149	2.181958661	18.41887445	18.827	0		-0.004173492	5	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	62136.36711	61662.66165	1.007682209	2.187308992	8	8	8	8	84	0.63329105	-	41K1 (scans: 5, obs: 39.7%, exp: 7.5%)	0.51079	-1	0.00501	-1	-1	0.09684				
858	460.16595												18.418875					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										84										62110.55	0.40812492	0.86214226	460.16635
423	926.3129977	926.3129977	0	934.2913303	2.216710124	6	1.881231834	0.927353927	0.569413391	4.193386715	1.36009848	2.480235689	18.44905486	18.8575	0		-0.004251295	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	33817.98956	353275.2439	0.095727029	0.106664702	11.5	11.5	13.5	13.5	85	0.941176662	-	-	-1	-1	0.00801	0.12429	0.02388	0.15494	32800.49	0.40844536	-1.5813702	926.3115
77	933.2952528	933.2952528	0	934.291695	-0.635058625	14	-0.334820187	1.363988235	-2.512556221	3.63480676	-1.466196565	0.404171321	18.47914522	18.88783333	0		-0.004251295	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46609.11454	353275.2439	0.131934279	-1	12.5	12.5	13.5	13.5	85	0.977261621	-	-	7.77057	0.90168	0.001	0.12869	0.01613	0.01937	46650.812	0.4086895	1.2425522	933.2964
391	924.3585472	924.3585472	0	930.3393351	-1.537781204	5	-1.92709778	1.019132697	-3.335732273	-0.958661566	-2.596199164	-1.16995674	18.44905486	18.8575	0		-0.004251295	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47940.9029	39301.33414	1.219828893	-1	10.5	10.5	5.5	5.5	85	0.738084234	-	-	0.23867	-1	0.00601	-1	-1	0.11621	47755.55	0.40844536	-2.5091302	924.3562
130	926.313377	926.313377	0	928.3094561	2.169159649	5	2.359094506	0.823576174	1.064818849	3.898105924	1.750078979	3.146955397	18.44905486	18.8575	0		-0.004251295	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	33817.98956	437027.4798	0.077381838	0.079933399	11.5	11.5	12.5	12.5	85	0.936222717	-	-	0.72129	-1	0.002	0.07281	-1	0.03874	33697.016	0.40844536	-1.976712	926.3115
360	885.4432299	885.4432299	0	891.4253449	-0.10660898	13	-0.339049984	0.740195683	-2.379429947	0.58463554	-0.697495112	0.19861771	18.51944924	18.919	0		0.005138308	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	194372.593	156965.0282	1.23831783	1.234366905	8	8	8	8	86	0.983725755	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+,[M+H]+	-	0.6707	-1	0.00601	0.11266	0.02678	0.11621	194542.97	0.3995514	0.06893176	885.4433
262	443.2252478	443.2252478	0	446.2161852	-0.377533998	15	-0.379976781	0.147214824	-0.655390497	-0.173416494	-0.517683639	-0.242269923	18.56738616	18.96733333	0		0.005138308	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	856053.5164	733066.2872	1.167770952	1.155488788	7	7	7	7	86	0.997614426	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.0912	0.01195	0.11621	856052.6	0.39994812	0.06885343	443.22528
379	907.4248979	907.4248979	0	913.4072055	0.108279815	7	0.570473196	1.142038988	-0.707503606	3.059164862	-0.250122435	0.866425718	18.51944924	18.919	0		0.005138308	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47879.63851	38092.53815	1.256929594	-1	7	7	3	3	86	0.952822432	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11071	0.01729	0.11621	47565.113	0.3995514	0.4035716	907.4253
443	186.616852	185.116852	1	195.0872869	0.464074443	31	0.282837895	0.14937311	0.182092712	0.594232096	0.182092712	0.429376343	18.60329349	19.017	0		-0.008207071	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28664.44328	181882.4032	0.157598771	-1	8	8	9	9	88	0.611080031	-	-	-1	-1	0.01001	-1	-1	0.19368				
874	185.11685												18.603294					10		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										88										28664.443	0.41370583	-0.32971153	185.11679
161	411.2592446	411.2592446	0	415.247368	-0.039378568	15	0.003778087	0.670337886	-1.510682766	1.086499543	-0.382763592	0.418652663	18.6264175	19.017	0		0.014916935	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	220228.1445	93461.69456	2.356346582	2.344124491	11.5	11.5	10.5	10.5	87	0.976380373	-	-	-1	-1	0.004	0.06727	0.01192	0.07747	220133.44	0.39058304	-0.07420521	411.25922
304	613.3907249	613.3907249	0	619.3727686	-0.270187	6	-0.005681131	0.837636122	-1.444669729	1.838979786	-0.708336202	0.545420886	18.92362618	19.33066667	0		0.001227098	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65600.70385	34290.69703	1.913075835	1.899133841	6	6	6	6	89	0.975245202	-	-	-1	-1	0.00601	0.13106	0.03874	0.11621	65600.734	0.40703964	0.19900905	613.39087
95	232.6587016	231.1587016	1	233.1532203	1.941763805	12	1.794170963	0.236753409	1.296557014	2.220697206	1.639809085	1.956657151	19.01732455	19.41883333	0		0.007584325	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	17426.06004	113634.4603	0.153351897	-1	6	6	15	15	90	0.543416179	-	-	-1	-1	0.002	-1	-1	0.03874				
878	231.1587												19.017324					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										90										17426.06	0.40150833	-0.9901502	231.15848
447	345.2265515	345.2265515	0	357.1906826	-0.833384335	9	-0.831642936	0.430247366	-1.774562396	-0.360183206	-1.085052541	-0.430902166	19.1413445	19.55833333	0		-0.006547584	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37821.1879	51006.69229	0.74149462	-1	13.5	15	7	7	91	0.537099462	-	-	0.09848	-1	0.01201	-1	-1	0.23242	46911.23	0.41698837	-0.0883987	345.22653
321	644.9014446	643.4014446	1	649.3833457	-0.47909622	19	-0.567784984	0.287456364	-0.902968491	0.045664074	-0.827077885	-0.3148163	19.20538587	19.60916667	0		0.007164382	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	1395434.658	755724.5042	1.846485922	1.852315097	7	7	7	7	92	0.992501808	-	-	-1	-1	0.00601	0.10106	0.00774	0.11621				
63	648.3862857	648.3862857	0	649.3833629	0.065277136	16	0.111099502	0.34850753	-0.510184507	0.807690665	-0.152475532	0.431154901	19.20538587	19.60916667	0		0.007164382	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	76513.9027	755724.5042	0.101245761	0.101262326	7	7	7	7	92	0.977347982	-	-	9.89515	0.75605	0.001	0.10106	0.00774	0.01937	76513.9	0.4037819	0.84720546	648.38684
882	643.4014												19.205385					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										92										1395434.6	0.4037819	1.0434959	643.4021
445	314.2320611	314.2320611	0	325.2003501	2.880628402	6	2.885004711	0.311545248	2.210891781	3.570543283	2.638210825	3.084953461	19.23569742	19.64233333	0		0.004641702	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	85295.98633	13358.8752	6.384967676	-1	15	15	13	15	93	0.502756846	-	-	-1	-1	0.01101	-1	-1	0.21305	86586.46	0.4066372	0.2913539	314.23215
337	675.4278322	675.4278322	0	681.4097554	-0.423820557	17	-0.395417733	0.21014836	-0.679422578	0.133864024	-0.570984364	-0.281815795	19.23683912	19.64233333	0		0.005783401	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	727708.257	401894.7109	1.810693789	1.808747703	7	7	8	8	94	0.993685275	-	-	-1	-1	0.00601	0.11233	0.01128	0.11621	727708.25	0.4054947	0.0	675.42786
64	680.4127459	680.4127459	0	681.4097969	0.023630951	8	-0.088913808	0.400755054	-1.114092491	0.4108608	-0.252942398	0.177632649	19.25333767	19.659	0		0.005783401	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45026.19125	401894.7109	0.112034794	-1	8	8	8	8	94	0.985286577	-	-	8.90259	0.87477	0.001	0.11233	0.01128	0.01937	45026.133	0.40566254	0.44851568	680.413
305	613.3907249	613.3907249	0	619.3727686	-0.270187	20	-0.028991633	0.68410019	-0.947147076	1.639970724	-0.608831671	0.306610012	19.39897641	19.813	0		-0.000990579	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	117276.8849	60679.96197	1.932711905	1.88880648	13.5	13.5	13.5	13.5	96	0.974519296	-	-	-1	-1	0.00601	0.10165	0.01507	0.11621	117112.85	0.41402245	0.5970271	613.3911
329	646.9169649	645.4169649	1	651.3991569	-0.02699991	5	0.49734166	0.677221006	-0.332746589	1.464026709	-0.332746589	1.085758646	19.39910805	19.79566667	0		0.016292704	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	48609.26722	24479.31157	1.985728524	1.940582888	5	5	4.5	4.5	95	0.968688733	-	-	-1	-1	0.00601	-1	-1	0.11621				
892	645.417												19.399109					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										95										48609.266	0.39655685	0.37826806	645.41724
322	643.4014446	643.4014446	0	649.3833457	-0.47909622	19	-0.368284681	0.182126346	-0.713241978	-0.144062439	-0.523515465	-0.238925695	19.53391793	19.93416667	0		0.014075487	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	201108.3722	106942.1697	1.880533869	1.847108214	5	5	5	5	97	0.927370338	-	-	-1	-1	0.00601	0.10306	0.01539	0.11621	201108.38	0.40024948	-0.4743163	643.4011
317	627.4064261	627.4064261	0	633.3884838	-0.241652291	7	-0.250739288	1.075790582	-1.996087222	2.478870431	-0.809250627	0.221935267	20.16485496	20.5825	0		0.004191779	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	52847.99603	31686.29043	1.667850522	1.645243847	11.5	11.5	10.5	10.5	98	0.985139802	-	-	-1	-1	0.00601	0.08365	0.02117	0.11621	52824.254	0.4176445	-0.29184508	627.40625
214	550.322547	550.322547	0	555.3076112	-0.200453353	15	-0.194203676	0.524921176	-1.452768026	0.765391364	-0.56550427	0.210851517	20.26554217	20.688	0		0.000692236	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	190915.3016	83677.49035	2.281561036	2.424033974	11	11	12.5	12.5	99	0.967494307	-	-	-1	-1	0.00501	0.09255	0.01949	0.09684	190804.73	0.42245674	-0.110907964	550.3225
93	231.1157765	231.1157765	0	233.1102512	1.751808579	14	1.590596942	0.53939632	-0.287736746	2.155087382	1.349615642	1.970225016	20.30652575	20.74016667	0		-0.009832689	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47694.47442	51530.29067	0.925561913	2.622212376	12.5	12.5	13.5	13.5	100	0.830076565	-	-	0.02743	-1	0.002	0.09189	-1	0.03874	48161.855	0.43364143	-0.6602227	231.11563
133	178.0575676	178.0575676	0	181.0491567	2.720481958	29	2.709079187	0.236674104	2.053506172	3.424639275	2.636237741	2.739072723	21.57554606	22.021	0		-0.003939249	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	524899.1103	1012540.71	0.518398031	0.505764345	10.5	10.5	11.5	11.5	101	0.996162501	-	-	-1	-1	0.003	-1	-1	0.0581	524360.75	0.44545364	-0.5141749	178.05748
309	626.8910301	625.3910301	1	631.3731085	-0.20955881	32	-0.270205229	0.359968406	-0.83137757	0.437359897	-0.538592001	-0.011577976	21.63519202	22.08666667	0		-0.008988072	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	551178.3057	264062.6482	2.087301288	2.10530972	12.5	12.5	12.5	12.5	102	0.976555174	[M+H]+	-	-1	-1	0.00601	0.11552	0.01476	0.11621				
59	630.3759381	630.3759381	0	631.3731201	0.233239867	6	-0.031841643	0.844545852	-2.267582507	1.702177846	-0.621584312	0.714578929	21.61877246	22.07	0		-0.008988072	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31841.9051	264062.6482	0.120584662	0.111124259	11.5	11.5	12.5	12.5	102	0.975623606	-	-	8.65629	0.9925	0.001	0.11552	0.01476	0.01937	31641.807	0.4512272	-0.19364685	630.3758
336	658.9169221	657.4169221	1	663.3988088	-0.490872974	11	-0.480062159	0.76832597	-2.926217145	0.694576622	-0.976558963	0.100395081	21.63519202	22.08666667	0		-0.008988072	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	107489.5921	53007.34785	2.027824377	2.080293293	13.5	13.5	12.5	12.5	102	0.966998322	[M+CH3OH+H]+	-	-1	-1	0.00601	0.12158	0.044	0.11621				
323	644.9014446	643.4014446	1	649.3833457	-0.47909622	11	-0.171963397	0.808068771	-1.282421517	1.468612921	-0.883995839	0.519980356	21.63519202	22.08666667	0		-0.008988072	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	95995.69731	42459.95437	2.260852578	2.360795981	9	9	8	8	102	0.953878952	-	-	-1	-1	0.00601	0.15995	0.05252	0.11621				
906	625.39105												21.635193					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										102										550594.5	0.45147324	-0.09759519	625.391
910	657.41693												21.635193					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										102										107249.65	0.45147324	0.092840865	657.417
912	643.4014												21.635193					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										102										96723.97	0.45147324	-0.66404283	643.401
446	309.2056484	309.2056484	0	321.1692511	-2.638995776	10	-2.55373087	0.281934177	-2.968257024	-1.882593288	-2.711645595	-2.455034167	22.46643581	22.92583333	0		-0.00419133	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34135.88209	77445.02574	0.440775657	-1	5	5	7	7	103	0.766540336	-	-	-1	-1	0.01201	-1	-1	0.23242	40362.477	0.45939827	0.19739339	309.20572
296	595.3805337	595.3805337	0	601.3626477	-0.160217197	9	-0.377796732	0.576628417	-1.795914412	0.459405272	-0.647751664	0.131358773	22.69603644	23.1675	0		-0.012542711	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55281.386	42817.4481	1.291094833	-1	6	6	5.5	5.5	104	0.933363717	-	-	-1	-1	0.00601	0.12202	0.02644	0.11621	54883.367	0.47146416	0.51257265	595.38086
310	625.3910301	625.3910301	0	631.3731085	-0.20955881	16	-0.271831816	0.209217218	-0.73378238	0.046979138	-0.460515849	-0.128692204	22.75100264	23.201	0		0.009438382	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	235355.7732	353282.6807	0.666196749	0.67549592	7	7	8	8	105	0.992608722	[M+H]+	-	-1	-1	0.00601	0.10646	0.00661	0.11621	235355.72	0.44999695	-0.09759519	625.391
60	630.3759381	630.3759381	0	631.3731201	0.233239867	8	0.145555118	0.554860198	-1.008878005	0.733943613	-0.350478727	0.695214244	22.75100264	23.201	0		0.009438382	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37834.99086	353282.6807	0.107095516	0.105373415	8	8	8	8	105	0.993159289	-	-	9.39352	0.56807	0.001	0.10646	0.00661	0.01937	37929.76	0.44999695	-0.096823424	630.37585
330	647.3729457	647.3729457	0	653.3549918	-0.252185701	10	-0.251964749	0.506838959	-1.368835411	0.799634252	-0.520303804	0.101952708	22.73492033	23.18466667	0		0.009438382	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	78030.79155	119708.035	0.651842557	0.614227974	7	7	8	8	105	0.98213403	[M+Na]+	-	-1	-1	0.00601	0.10318	0.01552	0.11621	78018.266	0.44974518	-0.2828439	647.37274
299	607.3805849	607.3805849	0	613.3626371	-0.258749134	6	-0.420577154	1.392015494	-3.267769623	1.555709383	-1.016812754	0.912578849	22.73492033	23.18466667	0		0.009438382	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	29616.51809	38797.44274	0.763362634	0.729163399	8	8	7	7	105	0.93147419	-	-	-1	-1	0.00601	0.13003	0.04141	0.11621	29616.518	0.44974518	-0.40195656	607.3804
92	217.1431414	217.1431414	0	219.137631	1.933418653	7	1.877994039	0.306917772	1.380243622	2.434303329	1.605109693	2.068895964	22.90422549	23.37366667	0		-0.007354668	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	25659.27971	26817.59644	0.956807586	-1	5.5	5.5	10.5	10.5	106	0.812220626	-	-	-1	-1	0.002	-1	-1	0.03874				
