Num	MZ	True_MZ	1	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.496478873	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
96	232.6698172	231.1698172	1	233.1638901	0.013689503	11	-0.102850331	0.596476898	-2.003847314	0.768439953	-0.498891369	0.332794811	7.342817574	7.95825	1	-1	-0.270138091	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	66136.0809	56741.60098	1.165566	1.185756849	11	11	10.5	10.5	24	0.974104548	-	-	0.06201	0.03768	0.002	0.07437	0.03177	0.03874				
554	231.16982												7.342818					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										24										65784.74	0.61543226	0.0	231.16982
37	263.6280255	262.1280255	1	263.1250637	0.012447353	14	-0.285311215	0.557179744	-1.611233179	0.484370315	-0.610000398	0.204956516	7.881266581	8.756616667	1	-1	-0.514707217	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	76016.90183	51228.61327	1.483875846	1.50987026	15	15	6	15	27	0.973920122	-	-	0.63925	0.06527	0.001	1.56432	0.17969	0.01937				
560	262.12802												7.8812666					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										27										76397.35	0.87535	-0.58211213	262.12787
112	304.6490765	303.1490765	1	305.1430157	-0.430746488	5	-0.701136595	0.293320516	-1.175716904	-0.26969995	-0.934112383	-0.43076963	8.211091648	9.18805	1	-1	-0.609560052	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28781.02574	24989.45137	1.151726995	1.443448215	14	14	12.5	12.5	30	0.763162317	-	-	0.09467	-1	0.002	0.12722	-1	0.03874				
136	304.6607125	303.1607125	1	306.1517683	-0.16112444	5	0.526613955	0.672930442	-0.253537367	1.457762306	-0.072340931	1.095369434	8.235458845	9.153016667	1	-1	-0.550669482	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35095.74783	793360.7467	0.044236809	-1	2	2	15	15	29	0.547175013	-	-	10.35246	1.27981	0.003	-1	-1	0.0581				
121	377.7434432	376.2434432	1	378.2375259	0.034061989	14	0.02602954	0.179713897	-0.217304227	0.431585818	-0.136192971	0.107140796	8.737358764	9.153016667	0		-0.048769564	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36415.85562	158880.0344	0.229203473	-1	5	5	15	15	28	0.981168827	-	-	-1	-1	0.002	-1	-1	0.03874				
562	376.24344												8.737359					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										28										36415.855	0.415658	0.0	376.24344
288	282.5987009	281.0987009	1	287.0809121	0.006271107	5	-0.122480645	0.454643756	-1.415395237	0.430215669	-0.221176416	0.104519627	8.786584698	8.301283333	1	1	0.837656177	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34764.48843	21844.82255	1.591429198	1.685036105	5	5	5	5	25	0.925280908	-	-	-1	-1	0.00601	0.08117	0.02635	0.11621				
84	174.5916576	173.0916576	1	175.0856874	-0.230845325	24	-0.390069372	0.31615637	-1.265736288	0.056579525	-0.560501188	-0.11972925	8.919224654	9.308816667	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	207676.0612	115459.4583	1.798692496	1.905547829	15	15	15	15	31	0.962301587	-	-	0.02585	0.00888	0.002	0.05076	0.01547	0.03874				
122	377.7434432	376.2434432	1	378.2375259	0.034061989	9	0.072988688	0.21751032	-0.217304227	0.59380833	-0.136192971	0.188252051	8.902493032	9.29185	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	275540.1573	158880.0344	1.734265468	1.72200526	3	15	15	15	31	0.981168827	-	-	0.04889	-1	0.002	0.09424	-1	0.03874				
82	132.5811622	131.0811622	1	133.0752153	-0.127481323	12	-0.079110956	0.594420897	-2.369838056	0.656748747	-0.274508731	0.307527193	8.936105761	9.325933333	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	97127.76134	51249.57834	1.895191424	1.871492988	15	15	15	15	31	0.939821786	-	-	0.0343	0.00693	0.002	0.06318	0.01775	0.03874				
88	192.6022735	191.1022735	1	193.0963683	0.130802211	28	0.134164334	0.236945688	-0.827060992	0.4504781	0.051247134	0.290785713	8.936105761	9.325933333	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	428353.4351	251432.145	1.703654221	1.642600388	15	15	9.5	15	31	0.991165023	-	34S4 (scans: 12, obs: 21.4%, exp: 17.7%), 37Cl1 (scans: 10, obs: 22.7%, exp: 32.0%), 41K1 (scans: 14, obs: 12.6%, exp: 7.5%)	0.01849	0.00313	0.002	0.03213	0.00692	0.03874				
127	628.78367	627.28367	1	629.2777428	0.004789858	8	-0.178988987	0.688020029	-1.44389842	1.377822623	-0.548731744	0.015612464	8.936105761	9.325933333	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	40923.66039	54566.09855	0.749983259	0.759670312	9.5	9.5	9	9	31	0.980037189	-	34S4 (scans: 10, obs: 32.4%, exp: 17.7%)	-1	-1	0.002	-1	-1	0.03874				
113	304.6547022	303.1547022	1	305.1485749	-0.649986289	54	-0.535974556	0.253831004	-1.075028404	0.032305103	-0.773028357	-0.269694945	8.953152832	9.343216667	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8520823.693	5344288.758	1.594379361	1.593097285	15	15	15	15	31	0.999155997	[M+H]+	-	0.01834	0.00124	0.002	0.02949	0.00194	0.03874				
117	326.6363371	325.1363371	1	327.1304099	0.009302559	27	0.142754076	0.725182761	-1.940957146	2.188920952	-0.082512002	0.123981903	8.936105761	9.325933333	0		-0.020486867	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	244843.0796	140115.0338	1.747443318	1.7676959	15	15	15	15	31	0.97794226	[M+Na]+	-	0.02345	0.00506	0.002	0.04132	0.01071	0.03874				
568	173.09166												8.919225					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										208010.58	0.38959217	0.35261756	173.09172
570	376.24344												8.9024935					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										281034.38	0.3893566	-0.08111126	376.2434
572	131.08116												8.936106					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										97250.484	0.38982773	0.23281437	131.08119
574	191.10228												8.936106					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										429462.3	0.38982773	0.15969238	191.10231
575	194.10228												8.936106					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										64782.906	0.7254276	-1.6508542	194.10196
576	627.2837												8.936106					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										40716.395	0.38982773	0.29190215	627.2839
578	303.1547												8.953153					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										8602004.0	0.39006424	0.40266675	303.15482
580	325.13632												8.936106					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										31										245914.42	0.38982773	0.18772174	325.13638
106	266.6540791	265.1540791	1	267.1481566	0.029328608	7	0.52032868	0.85840704	-0.883815109	2.914278745	-0.078158837	0.957684942	8.972475292	10.16375	1	-1	-0.81224099	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36929.34631	37756.57398	0.9780905	0.994413476	8	8	7	7	35	0.973731046	-	-	0.08146	0.02954	0.002	0.07991	0.03019	0.03874				
111	288.6595519	287.1595519	1	289.1535695	-0.181729633	7	-0.253460252	1.02956731	-3.685483501	1.628213697	-0.497265182	0.331671581	9.078420484	8.519166667	1	1	0.915726402	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	111887.5882	39276.78345	2.848695295	2.980316406	8	15	10	15	26	0.976752411	-	-	0.02177	0.00364	0.002	0.05764	0.00873	0.03874				
137	304.6607125	303.1607125	1	306.1517683	-0.16112444	7	0.034076024	0.924062928	-1.66284298	1.457762306	-0.837392549	0.934305936	9.105827467	9.377083333	0		0.098779441	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65177.48037	793360.7467	0.082153649	0.112701989	11	15	15	15	32	0.596155515	-	-	14.46617	2.79137	0.003	0.04026	0.00836	0.0581				
582	303.1607												9.105827					3		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										32										60682.164	0.27125645	0.30199406	303.1608
28	233.6174801	232.1174801	1	233.1145345	0.084154799	21	0.243350742	0.380874999	-0.24185354	1.467317675	-0.044641477	0.415520004	9.589219895	10.02123333	0		-0.054384313	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	282927.3447	223639.2849	1.265105748	1.259876985	11	11	10.5	10.5	33	0.993998565	-	-	0.77769	0.04784	0.001	1.28585	0.08321	0.01937				
584	232.11748												9.58922					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										33										286380.0	0.4320135	0.19721206	232.11752
105	264.6021225	263.1021225	1	265.0962107	0.069910496	19	0.013058104	0.269911979	-0.774716681	0.501188493	-0.194759784	0.199610906	9.891929313	10.92485	1	-1	-0.647911362	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	216292.32	132919.146	1.62724729	1.601958531	11.5	11.5	11.5	11.5	37	0.989893795	-	-	0.02225	0.00656	0.002	0.03621	0.01067	0.03874				
98	246.6855578	245.1855578	1	247.1796055	-0.090121132	7	-0.362182053	0.614927342	-1.515897943	0.66227936	-0.868668116	0.114623353	10.20863317	11.4434	1	-1	-0.846997811	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	59622.83543	52256.54504	1.140963976	1.131755374	6	6	6	6	40	0.967398647	-	-	0.04443	0.02841	0.002	0.04642	0.0321	0.03874				
598	245.18556												10.208633					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										40										34583.484	0.31746578	0.18670091	245.18561
97	246.6855578	245.1855578	1	247.1796055	-0.090121132	6	-0.051013867	0.359263548	-0.582393385	0.724512997	-0.383245745	0.239090627	10.24248605	10.5261	0		0.098573234	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34700.01799	34715.25798	0.999561	1.043651017	7	7	6.5	6.5	36	0.980373813	-	-	-1	-1	0.002	-1	-1	0.03874				
590	245.18556												10.242486					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										36										34583.484	0.2836132	0.18670091	245.18561
177	612.7491868	611.2491868	1	615.2372281	-0.160835879	22	-0.085964237	0.489767749	-1.066340611	1.230281821	-0.367368566	0.03204403	10.61549595	10.0748	1	1	0.918864228	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	436707.637	256812.2353	1.70049389	1.708287029	10.5	10.5	10.5	10.5	34	0.997529517	-	-	-1	-1	0.004	0.06987	0.00782	0.07747				
8	139.5546349	138.0546349	1	139.0516731	0.023721043	17	0.050541337	0.203516998	-0.517166435	0.36705098	-0.075057728	0.234418368	10.64151088	10.97958333	0		0.047274696	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	288502.3475	110267.8402	2.616377966	2.729563077	12.5	12.5	10.5	10.5	38	0.822835615	-	-	0.34587	0.10294	0.001	2.89126	0.88172	0.01937				
594	138.05464												10.641511					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										38										288405.22	0.33807278	0.0	138.05464
38	273.6123201	272.1123201	1	273.109434	0.290059634	8	0.232101041	0.42626521	-0.542758111	1.251652557	-0.094155444	0.578748557	11.37643158	11.76635	0		-0.000889328	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44624.22313	39474.3535	1.130461152	1.215356204	11.5	11.5	10.5	10.5	43	0.96002777	-	-	0.86178	0.10948	0.001	1.16038	0.16837	0.01937				
612	272.11234												11.376431					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										43										44431.02	0.38991928	-0.44860262	272.1122
85	174.5916576	173.0916576	1	175.0856874	-0.230845325	6	0.02352163	0.986519579	-0.913118738	3.141983089	-0.4723468	0.144733912	11.40138934	11.69523333	0		0.094935253	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47198.23724	31330.26118	1.506474426	1.697557639	8	8	8	8	42	0.977618036	[M+H]+	-	0.04126	0.00533	0.002	0.07314	0.01578	0.03874				
91	206.6178936	205.1178936	1	207.1119713	0.038751373	13	0.052121341	0.262043109	-0.398596579	0.7916488	-0.101035234	0.181648044	11.40138934	11.69523333	0		0.094935253	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	220791.5603	141741.5902	1.557704834	1.524156908	8	8	8	8	42	0.98132578	[M+CH3OH+H]+	-	0.0164	0.00524	0.002	0.02552	0.00886	0.03874				
115	318.670264	317.170264	1	319.1642181	-0.36488099	24	-0.272969649	0.202944259	-0.546432136	0.223314125	-0.450213854	-0.161559006	11.40138934	11.69523333	0		0.094935253	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	2528739.162	1686832.989	1.499104641	1.500539684	9	9	9	9	42	0.997669772	[M+H]+	-	0.02056	0.00186	0.002	0.03082	0.00275	0.03874				
120	340.6519135	339.1519135	1	341.146061	0.229132129	5	-0.142907604	0.750350821	-1.500818259	0.928696588	-0.690979977	0.748732526	11.40138934	11.69523333	0		0.094935253	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44035.45151	26156.21163	1.683556171	1.711277628	7	7	7	7	42	0.952089868	[M+Na]+	-	-1	-1	0.002	-1	-1	0.03874				
123	391.7591227	390.2591227	1	392.2531383	-0.138867734	15	-0.292042602	0.703529389	-2.946438554	0.572482429	-0.334617202	0.087653316	11.40138934	11.69523333	0		0.094935253	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	209495.3183	131298.7937	1.595561637	1.541863962	9	9	9	9	42	0.990312388	-	-	-1	-1	0.002	-1	-1	0.03874				
602	173.09166												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										47302.67	0.29384422	-0.17630878	173.09163
603	176.09166												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										50045.41	0.2409277	-1.4730932	176.0914
604	205.11789												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										220309.97	0.29384422	-0.52073234	205.11778
606	317.17026												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										2528589.2	0.29384422	-0.09621829	317.17023
608	339.15192												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										44168.62	0.29384422	-0.71985626	339.15167
610	390.25912												11.401389					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										42										209158.45	0.29384422	-0.312793	390.259
100	252.6021616	251.1021616	1	253.0962275	-0.015270279	9	-0.079156722	0.588628177	-1.054808759	1.193579673	-0.44713621	0.196996693	11.4180091	11.83715	0		-0.029877816	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	77633.05865	37685.30893	2.060035087	2.138340769	9	9	9	9	44	0.969140631	-	-	0.042	0.0133	0.002	0.08605	0.03637	0.03874				
614	251.10216												11.418009					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										44										77633.07	0.41914082	-0.06076726	251.10214
159	378.6448364	377.1448364	1	381.132977	0.002463775	13	-0.013810728	0.327713893	-0.676321909	0.780191221	-0.271734928	0.132852053	11.69709344	12.12661667	0		-0.039447829	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	200953.6	137706.51	1.459289034	1.454070124	8	8	8	8	45	0.987711761	-	-	0.03858	-1	0.004	0.05367	0.00937	0.07747				
616	377.14484												11.697093					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										45										200762.95	0.42952347	0.24275218	377.14493
134	251.5641872	250.0641872	1	253.0549816	-1.240871808	15	-0.974517777	0.47132262	-1.527761149	-0.124312889	-1.369110477	-0.514837622	11.70729802	11.13966667	1	1	0.95390161	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	8181168.478	877122.7894	9.327278434	9.488984364	7	7	7	7	39	0.93099751	-	34S1 (scans: 12, obs: 2.7%, exp: 4.4%)	0.00768	0.00101	0.003	-1	-1	0.0581				
18	161.5964575	160.0964575	1	161.0934703	-0.138317864	23	-0.081543308	0.204770476	-0.445963793	0.411825965	-0.236281852	0.106834051	11.73274365	12.18046667	0		-0.057520609	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	123414.2125	20429.73756	6.040910324	7.590585771	8.5	8.5	8	8	46	0.764150153	-	-	0.12956	0.0168	0.001	7.71856	0.91648	0.01937				
618	160.09645												11.732743					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										46										123228.17	0.4477234	-0.19061996	160.09642
17	161.5964575	160.0964575	1	161.0934703	-0.138317864	25	-0.045661906	0.183167155	-0.445963793	0.316515992	-0.160033874	0.125896046	11.83738558	11.55258333	1	1	0.67303392	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	269129.0503	49197.79493	5.470347821	6.287327115	14	15	15	15	41	0.941270966	-	-	0.14208	0.02032	0.001	7.03817	0.93475	0.01937				
600	160.09645												11.837385					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										41										123231.29	0.34308147	-0.19061996	160.09642
118	326.6388492	325.1388492	1	327.1328496	-0.213322401	15	-0.182628848	0.143237122	-0.439179899	0.030120805	-0.270231646	-0.044967308	12.30948095	12.65088333	0		0.049627565	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	556626.1223	306122.4186	1.81831218	1.793448405	7	7	7	7	47	0.994514572	-	-	0.02023	0.00199	0.002	0.03743	0.00444	0.03874				
620	325.13885												12.309481					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										47										556618.2	0.34140205	-0.37544057	325.13873
166	546.7807772	545.2807772	1	549.2688443	-0.132846788	9	-0.008852641	0.408314227	-0.859546828	0.707521411	-0.232719532	0.192627561	12.57212563	12.95818333	0		0.005278789	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	82458.42206	52772.79732	1.562517552	1.554137954	7	7	7	7	48	0.965522848	-	-	-1	-1	0.004	0.064	0.00657	0.07747				
622	545.28076												12.572125					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										48										82316.79	0.3860588	-0.6716007	545.2804
370	898.8344717	897.3344717	1	903.3163543	-0.364137577	7	0.089423692	0.995344638	-0.783477695	2.753473381	-0.674648431	0.685717367	12.60363718	12.97638333	0		0.018603622	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65086.77936	42948.24497	1.51547006	-1	7	7	6	6	49	0.984238278	-	-	-1	-1	0.00601	0.2003	0.02103	0.11621				
624	897.3345												12.603637					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										49										64945.86	0.37274647	0.34009144	897.3348
165	486.7595771	485.2595771	1	489.2475646	-0.313398864	9	-0.215685083	0.822542249	-2.160757657	1.298147383	-0.613683767	0.48058801	13.18551819	13.61138333	0		-0.034313993	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	67660.70444	56065.20045	1.20682177	1.19463897	7	7	7	7	50	0.967255209	-	-	-1	-1	0.004	0.08433	0.0196	0.07747				
626	485.25958												13.185518					4		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										50										67545.85	0.42586517	0.4402243	485.2598
108	280.6697542	279.1697542	1	281.1637544	-0.249222557	5	-0.028686764	0.751364532	-0.839443305	2.112074891	-0.511496839	0.231848484	13.37474011	13.8468	0		-0.080528129	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24694.58367	28478.49864	0.867130813	-1	6.5	6.5	6	6	51	0.965007968	-	-	-1	-1	0.002	-1	-1	0.03874				
628	279.16977												13.37474					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										51										24382.734	0.4720602	-0.21863097	279.1697
281	464.1730434	462.6730434	1	465.6640104	-0.297706127	11	-0.126551617	0.463157488	-0.825719923	1.087099028	-0.443156133	0.044942496	14.08792174	14.98526667	1	-1	-0.506032321	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	321783.4739	166797.6982	1.929184139	1.909164152	7	7	7	7	56	0.979372649	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.09669	0.02774	0.11621				
388	925.838587	924.338587	1	930.3214057	0.659186805	12	0.975087644	0.859648195	-0.29837059	2.540969621	0.031785248	1.550502105	14.08792174	14.98526667	1	-1	-0.506032321	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	171277.206	99717.5006	1.717624338	1.76116307	7	7	7	7	56	0.985505396	[M+K]+,[M+2Na-H]+,[M+H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10327	0.02638	0.11621				
403	947.8210363	946.3210363	1	952.3033145	0.072725637	11	-0.020550947	0.852145849	-2.161861464	0.740517248	-0.420434237	0.572824256	14.08792174	14.98526667	1	-1	-0.506032321	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	147791.3088	77365.45057	1.910301145	1.920270451	7	7	7	7	56	0.99337254	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11463	0.0249	0.11621				
411	970.8974036	969.3974036	1	975.379796	0.188695368	7	0.582435748	0.917788388	-0.473387815	3.304329519	0.017715438	0.861405643	14.08792174	14.98526667	1	-1	-0.506032321	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	65073.53663	34441.02509	1.889419274	1.951893943	7	7	7	7	56	0.967797366	-	-	-1	-1	0.00601	0.10163	0.02112	0.11621				
401	943.8698405	942.3698405	1	948.3502452	-1.915066805	6	-2.149336537	0.909827183	-4.3082609	-1.005106624	-2.468857342	-1.704598118	14.08792174	14.98526667	1	-1	-0.506032321	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45596.96354	26970.41396	1.690628984	1.926170456	7	7	5	5	56	0.909642673	-	-	-1	-1	0.00601	-1	-1	0.11621				
129	924.8503613	923.3503613	1	925.3427535	-1.816842739	11	-1.7989314	0.545027094	-2.765670785	-1.245328505	-2.28973755	-1.298209976	14.45917823	14.91651667	0		-0.066023951	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10493.65034	89403.92185	0.11737349	-1	6	6	7	7	52	0.72865446	-	-	-1	-1	0.002	-1	-1	0.03874				
422	924.8504511	923.3504511	1	931.3249601	-1.917051752	9	-1.632154055	0.726117917	-2.601647589	-0.552490802	-2.337240262	-0.830118496	14.45917823	14.91651667	0		-0.066023951	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	10493.65034	50999.96369	0.205757996	-1	6	6	7	7	52	0.707142934	-	-	-1	-1	0.00801	-1	-1	0.15494				
630	923.35034												14.459178					2		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										52										10493.65	0.4573393	0.13220368	923.35046
368	897.8895941	896.3895941	1	902.3717582	-0.050487199	38	0.168956272	0.536141098	-0.784303553	0.713676172	-0.348527633	0.563878199	14.4942508	14.93358333	0		-0.048018813	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	11866.54981	2350.568876	5.048373581	-1	12	12	3	3	54	0.811010358	-	-	-1	-1	0.00601	-1	-1	0.11621				
634	896.3896												14.494251					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										54										11878.499	0.439332	-0.34044993	896.3893
272	450.1981919	448.6981919	1	451.6892024	-0.209830576	34	-0.236076122	0.491563905	-0.919450837	0.848902692	-0.647396448	0.236780317	14.55860524	14.98526667	0		-0.035348816	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	18465.61306	10452.93619	1.766547956	1.850103755	10.5	10.5	12	12	55	0.539493829	-	-	-1	-1	0.00601	-1	-1	0.11621				
636	448.69818												14.558605					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										55										17099.982	0.4266615	0.0680136	448.6982
21	175.6120325	174.1120325	1	175.1090626	-0.027127361	18	-0.072497164	0.246384933	-0.672978133	0.378675024	-0.234789318	0.115761735	14.72482713	15.175	0		-0.058846749	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	653331.4715	111885.6757	5.839277169	5.644634245	14.5	14.5	13.5	13.5	58	0.985708199	-	-	0.1609	0.01724	0.001	6.21498	0.69605	0.01937				
650	174.11203												14.724827					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										58										652994.25	0.45017338	-0.17527552	174.112
46	302.6752016	301.1752016	1	302.1721987	-0.125313106	9	-0.128496032	0.388147918	-0.895696192	0.522900331	-0.389054577	0.218915361	14.76339393	15.33241667	1	-1	-0.17766094	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	67348.60922	41020.67818	1.64182096	1.633728309	8	8	8	8	59	0.975028499	-	-	0.59854	0.0769	0.001	1.67074	0.21209	0.01937				
652	301.1752												14.763394					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										59										67306.62	0.5690222	-0.10132832	301.17517
150	545.7490977	544.2490977	1	547.2401061	-0.176923766	21	-0.130012256	0.298610765	-0.701954953	0.643792569	-0.387947198	0.083064435	14.78925548	15.0885	0		0.092071788	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	253569.1366	208633.8286	1.21537882	1.182612591	11.5	11.5	11.5	11.5	57	0.988613346	-	-	-1	-1	0.003	0.05282	0.01049	0.0581				
648	544.2491												14.789255					3		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										57										253356.53	0.29924488	0.0	544.2491
126	588.8043534	587.3043534	1	589.2975085	-1.557411238	8	-1.529197766	0.281927414	-1.95788524	-0.91864288	-1.708467074	-1.43826406	14.79048968	15.41468333	1	-1	-0.232803045	2	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	290892.1661	407293.0379	0.71420854	-1	4	4	8	8	60	0.818574346	-	-	-1	-1	0.002	-1	-1	0.03874				
384	918.8681231	917.3681231	1	923.3501832	-0.162738596	20	-0.274763805	0.485451527	-1.032499544	0.63082281	-0.673221915	0.271545182	14.87240555	15.43048333	1	-1	-0.166680787	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	142626.2844	83974.63468	1.698444833	1.755535099	10.5	10.5	9.5	9.5	62	0.986402789	-	-	-1	-1	0.00601	0.09757	0.0151	0.11621				
