Num	MZ	True_MZ	0.806612601	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.106051154	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	CM12C_13CFg1.Area	CM12C_13CFg1.RT-Shift	CM12C_13CFg1.MZ-Shift	CM12C_13CFg1.MZ
4236	233.13765												19.194468					10		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										269										41909.336	0.42186546	0.1963491	233.1377
4238	250.1642												19.177141					10		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										269										46168.312	0.4216938	0.0609951	250.16422
2310	672.6950845	671.1950845	1	704.3057391	0.155868245	10	-0.050123398	0.501463703	-0.932193349	0.522767396	-0.404770079	0.450019358	19.20983609	20.31833333	1	-1	-0.689840451	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34039.34802	34372.62857	0.990303897	-1	5.5	5.5	5.5	5.5	280	0.965743403	-	-	0.34119	0.04354	0.35692	0.41923	0.03512	0.46856				
2318	690.7055395	689.2055395	1	722.3162531	0.237350095	13	0.272949764	0.53176212	-0.907833089	0.951899905	-0.110804663	0.845629448	19.17639851	20.2845	1	-1	-0.689840451	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24797.53795	20777.7514	1.193465908	1.099027372	5.5	5.5	5.5	5.5	280	0.884132078	-	-	0.38745	0.06747	0.35692	0.43536	0.06946	0.46856				
286	263.6640982	262.1640982	1	274.2042478	-0.192158272	8	-0.44456238	0.974385626	-3.291227909	0.666589592	-0.613880776	0.084557607	19.22107341	19.61633333	0		0.015756854	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	32677.12276	52897.30617	0.617746444	0.807244106	8	8	6.5	6.5	270	0.958360039	[M+NH4]+	-	0.11211	0.0354	0.12979	0.12492	0.02299	0.17039				
274	246.6376714	245.1376714	1	257.1778707	-0.00278211	8	0.075784621	0.58956114	-1.65245155	0.96187181	-0.245696599	0.488803773	19.25489695	19.6505	0		0.015756854	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35275.90833	50123.28298	0.703782878	0.823356214	9	9	8	8	270	0.978019774	[M+H]+	-	0.11965	0.03725	0.12979	0.23524	0.07588	0.17039				
515	289.7523434	288.2523434	1	304.3059922	0.169105304	3	0.199588103	0.82475858	-1.203203304	1.761186083	-0.398583327	0.681301378	19.25489695	19.6505	0		0.015756854	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	9672.779598	115728.1585	0.083581902	0.109743205	5.5	5.5	7	7	270	0.958007529	-	-	0.20202	0.04078	0.17305	0.16333	0.01984	0.22718				
2191	581.1998377	581.1998377	0	612.3039833	0.508601312	3	0.527347258	0.787618375	-0.365286901	1.945060333	-0.050239551	0.999918283	19.22107341	19.61633333	0		0.015756854	31	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	17028.23016	13348.08145	1.275706192	-1	8	8	2.5	2.5	270	0.901244391	-	-	0.29794	0.05138	0.33529	0.48096	0.12543	0.44016	16612.818	0.39525986	-0.105015785	581.19977
4240	262.1641												19.221073					12		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										270										32677.123	0.39525986	-0.116406396	262.16406
4242	245.13766												19.254896					12		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										270										35275.44	0.3956051	0.0	245.13766
4244	288.25235												19.254896					16		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										270										9655.243	0.3956051	-0.2117421	288.2523
1078	392.2266219	392.2266219	0	410.2869086	-0.033985454	14	-0.216072404	0.512864141	-1.549148257	0.396001334	-0.490986879	0.17814458	19.26675147	19.66716667	0		0.011113181	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	258732.578	102464.2881	2.525100039	2.533025048	7	7	8	8	271	0.993113608	-	-	0.15692	0.01735	0.19468	0.21547	0.03958	0.25558	258726.3	0.40041542	0.07780598	392.22665
225	196.6373914	195.1373914	1	207.1776519	0.310483806	4	0.546281439	0.481067637	-0.433763894	1.442918658	0.097962829	0.926830956	19.30073548	19.7015	0		0.011113181	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	42284.39515	18784.69388	2.251002621	2.839632082	7	7	7	7	271	0.988766389	-	-	0.10367	0.02935	0.12979	0.2888	0.14411	0.17039				
4250	195.13739												19.300735					12		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										271										42284.395	0.40076447	-0.78195107	195.13724
2424	773.1899214	773.1899214	0	809.3103438	-0.229704236	8	-0.361310942	1.265221422	-2.992624611	1.664800582	-1.319109118	0.496497313	19.30153211	19.7015	0		0.011909812	36	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35023.35775	26546.95821	1.319298335	1.270533006	8	8	7	7	272	0.963779535	-	-	0.42749	0.10208	0.38937	0.46226	0.09817	0.51116	34661.188	0.3999672	-0.7104547	773.1894
33	126.5956554	125.0956554	1	133.1224432	-0.097301541	18	-0.072450255	0.228862062	-0.654382051	0.260445227	-0.227462655	0.138468257	19.3348533	19.73516667	0		0.011909812	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	185762.7116	162008.1343	1.146625831	1.311485368	15.5	15.5	14.5	14.5	272	0.986114474	-	-	0.0438	0.01049	0.08653	0.07078	0.01423	0.11359				
2304	645.7679116	644.2679116	1	677.3784843	0.035201194	4	-0.052218305	0.746009615	-1.255361392	0.92355916	-0.933260093	0.393039373	19.30153211	19.7015	0		0.011909812	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31509.86398	13858.53016	2.273680081	-1	6	6	5.5	5.5	272	0.890102026	-	-	0.33029	0.06848	0.35692	0.50888	0.12234	0.46856				
4254	125.09566												19.334854					8		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										272										185729.55	0.40031242	-0.060988486	125.09565
4256	644.2679												19.301533					33		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										272										31342.021	0.3999672	-0.18947136	644.26776
1850	516.6532098	515.1532098	1	541.2403526	0.083076256	12	0.019891036	0.522575467	-1.190293649	1.17929874	-0.360936313	0.278853632	19.38596666	19.80333333	0		-0.004435076	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	88094.73857	55497.27415	1.58737055	1.575196692	7	7	8	8	274	0.965003021	-	-	0.23915	0.03384	0.28121	0.36011	0.04653	0.36917				
2194	583.2155523	583.2155523	0	614.3194124	0.017208046	5	-0.194969827	1.264883613	-2.038469624	2.461601934	-1.159385878	0.326684265	19.36930937	19.7865	0		-0.004435076	31	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	35066.66612	21746.09489	1.612550037	1.587096175	7	7	7	7	274	0.960453142	-	-	0.30427	0.06475	0.33529	0.54487	0.1293	0.44016	34872.633	0.41719055	-0.20930566	583.21545
2483	839.7742158	838.2742158	1	876.4015161	0.000428261	13	-0.112153118	0.526381603	-1.433143433	0.532739792	-0.370110282	0.270622029	19.36930937	19.7865	0		-0.004435076	38	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	99922.40327	65162.18799	1.5334415	1.514778667	8	8	7	7	274	0.962903835	[M+NH4]+	-	0.40528	0.03915	0.411	0.50848	0.05386	0.53955				
2484	843.229521	843.229521	0	881.3567932	-0.033002877	9	0.351436518	0.873041412	-0.70089532	2.122026594	-0.382411822	1.253435236	19.38596666	19.80333333	0		-0.004435076	38	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47840.40664	31952.51465	1.497234479	1.510193766	8	8	7	7	274	0.96107469	[M+Na]+	-	0.44832	0.04693	0.411	0.50913	0.07391	0.53955	48018.523	0.41736603	0.0	843.2295
4260	515.1532												19.385967					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										274										87909.11	0.41736603	0.11847962	515.15326
4264	838.27423												19.369308					38		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										274										99865.914	0.41719055	-0.21843146	838.27405
2051	631.8312281	630.3312281	1	657.421734	0.088694638	4	0.232444341	1.343271889	-1.058626206	3.782888345	-0.651938983	0.374462101	19.39349152	19.80333333	0		0.003089782	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	11856.31533	16026.58703	0.739790406	0.797882434	6	6	6.5	6.5	275	0.860846989	-	-	0.32328	0.12372	0.29202	0.38668	0.08993	0.38337				
203	255.7107059	254.2107059	1	265.2475392	-0.065878421	3	-0.021533246	1.03309546	-0.960482912	2.580943683	-0.852439389	0.756208624	19.39349152	19.80333333	0		0.003089782	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36448.21053	19945.50332	1.827389861	1.66566405	10.5	10.5	7	7	275	0.922886439	-	-	0.13495	0.04973	0.11897	0.14349	0.03512	0.15619				
2389	732.7161472	731.2161472	1	766.3334043	0.009611385	4	-0.285803829	1.101181293	-2.255713401	2.001294572	-1.103817126	0.265103085	19.46077308	19.87133333	0		0.003089782	35	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	16113.46389	13085.28784	1.231418375	-1	5.5	5.5	5	5	275	0.850567085	-	-	0.39076	0.08723	0.37855	0.43869	0.0679	0.49696				
150	182.6217168	181.1217168	1	192.1586215	0.302509279	17	0.466026679	0.179021478	0.084111256	0.758079649	0.387397033	0.606436761	19.44411869	19.8545	0		0.003089782	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	226000.7653	99795.01508	2.264649844	2.224994499	9.5	9.5	7	7	275	0.982470583	-	-	0.07646	0.01524	0.11897	0.10831	0.02645	0.15619				
4268	630.33124												19.393492					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										275										11843.854	0.40984154	0.19366059	630.33136
4270	254.21071												19.393492					11		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										275										36002.6	0.40984154	0.48019347	254.21083
4272	731.2161												19.460773					35		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										275										16082.415	0.4105606	-0.667766	731.21564
4274	181.12172												19.444118					11		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										275										225842.08	0.41038132	-0.1684921	181.12169
1528	481.262803	481.262803	0	503.3366215	0.246146179	12	0.052281924	0.692785995	-1.585388018	1.141304864	-0.545440035	0.71010692	19.46729504	19.87133333	0		0.00961174	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	27990.11859	306669.7335	0.091271213	0.084356193	5	17	6.5	17	276	0.934821386	-	-	0.22243	0.04861	0.23795	0.29571	0.02635	0.31237	29113.83	0.40403938	-0.1902344	481.26273
289	279.695368	278.195368	1	290.2353819	-0.668788993	4	-0.837393469	0.683926884	-2.333679222	-0.030013474	-1.456092271	-0.315229233	19.53603649	19.95716667	0		-0.00655669	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	19230.44714	30807.76538	0.62420779	0.994258134	17	17	16.5	16.5	277	0.863251368	-	-	0.20417	0.05758	0.12979	0.17656	0.0274	0.17039				
4278	278.19537												19.536036					12		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										277										20237.705	0.42113113	-0.21939674	278.1953
2317	690.7055395	689.2055395	1	722.3162531	0.237350095	12	0.544529821	0.564557461	-0.376480805	1.837487045	0.22571845	0.898764677	19.55039911	19.974	0		-0.008844143	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20662.82605	20805.58231	0.99313856	-1	5	5	5	5	278	0.843084721	-	-	0.3994	0.1025	0.35692	0.4146	0.07666	0.46856				
2309	672.6950845	671.1950845	1	704.3057391	0.155868245	11	-0.204712977	0.67561741	-1.023128396	0.704637489	-0.859445312	0.522767396	19.53374904	19.95716667	0		-0.008844143	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26926.11034	24719.16191	1.089280876	-1	5	5	5	5	278	0.940020972	-	-	0.33069	0.08112	0.35692	0.4514	0.08386	0.46856				
4282	671.19507												19.533749					33		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										278										26926.11	0.42341805	-0.45467526	671.19476
1483	384.6477927	383.1477927	1	405.2215135	0.054237556	5	-0.037297265	0.815837529	-1.911718447	1.114967315	-0.525814966	0.541490013	19.77582516	20.19816667	0		-0.005078092	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	32344.71534	15600.85347	2.07326576	2.348700961	9	9	9	9	279	0.848235462	-	-	0.1964	0.03919	0.23795	0.29012	0.07047	0.31237				
2245	594.6997402	593.1997402	1	625.3071862	0.414630998	7	0.368886275	1.049025712	-2.609819975	2.123184774	-0.181582756	1.135427261	19.75901952	20.18116667	0		-0.005078092	32	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45008.03972	20027.14216	2.247352087	2.379388939	9.5	9.5	9.5	9.5	279	0.935783755	-	-	0.33436	0.07948	0.3461	0.42616	0.10199	0.45436				
4284	383.1478												19.775826					22		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										279										32163.604	0.4223423	-0.5575474	383.14758
4286	593.19977												19.75902					32		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										279										44719.836	0.42214584	-0.61734843	593.1994
1983	510.6426141	509.1426141	1	536.2331138	0.097725075	8	0.625890191	0.92481119	-1.130788125	1.866169631	0.09197064	1.530510363	19.79283703	19.2225	1	1	0.977620153	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22866.08938	18671.33288	1.224662938	1.256280989	7	7	7	7	263	0.903248796	-	-	0.2372	0.03815	0.29202	0.38433	0.09044	0.38337				
1205	441.7475498	440.2475498	1	459.3110103	-0.43030336	8	-0.582106423	0.958879153	-3.09740065	0.853789888	-1.170328774	0.188326219	19.91911939	20.33533333	0		0.002642703	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36558.27326	25589.86109	1.428623357	1.397112274	8	8	9	9	281	0.940995072	-	-	0.19776	0.04242	0.2055	0.26406	0.08874	0.26978				
4292	440.24756												19.919119					19		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										281										35935.066	0.416214	-0.34659564	440.2474
1496	418.6528874	417.1528874	1	439.2265957	0.020033422	11	0.173020753	0.920823868	-2.780076159	1.755646596	-0.600002964	0.965552955	19.99279801	20.40383333	0		0.008633383	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	21285.95397	17791.96175	1.196380381	1.437948262	17	17	17	17	282	0.883401221	-	-	0.2479	0.05346	0.23795	0.35644	0.07483	0.31237				
4294	417.1529												19.992798					22		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										282										22595.396	0.41103554	0.0	417.1529
1665	523.7893295	522.2893295	1	546.3695131	-0.41417082	4	-0.580320016	0.6695666	-1.668024516	0.669191766	-1.083720446	-0.008600956	19.99448741	20.40383333	0		0.010322778	24	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20119.13138	16134.26858	1.246981311	1.291691299	8	8	9	9	283	0.938084582	-	-	0.24081	0.0539	0.25958	0.29364	0.0774	0.34077				
4296	522.2893												19.994488					24		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										283										20001.22	0.40934563	-0.35058245	522.2891
2357	720.7161865	719.2161865	1	753.3300692	-0.024010861	7	-0.181404079	1.178725551	-2.6424437	2.025045237	-0.673612003	0.412639967	20.07708226	20.48983333	0		0.00795232	34	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	23765.77503	21904.41467	1.084976494	0.993078977	7	7	8	8	284	0.954668703	-	-	0.35022	0.11003	0.36773	0.48674	0.09056	0.48276				
172	210.5802161	209.0802161	1	220.1171329	0.31926024	6	0.576429572	0.419812642	0.072863781	1.532474771	0.277209319	0.846457605	20.06028812	20.47283333	0		0.00795232	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20226.10969	21695.38887	0.932276891	-1	5.5	5.5	6	6	284	0.845295807	-	-	0.09288	0.01808	0.11897	0.22071	0.07316	0.15619				
4298	719.2162												20.077082					34		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										284										23765.734	0.41275215	-0.16972686	719.21606
4300	209.08022												20.060287					11		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										284										20158.988	0.41254616	-0.1459611	209.08018
1033	363.7526316	362.2526316	1	380.3129981	0.183449323	24	0.067014544	0.607329757	-1.424598217	1.608182546	-0.329427386	0.546709279	20.07571477	19.7865	1	1	0.701970323	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	21611.16775	26365.26776	0.819683227	0.854201595	17	17	17	17	273	0.901027846	-	-	0.20504	0.06951	0.19468	0.19665	0.04554	0.25558				
1632	470.7415144	469.2415144	1	493.3220313	0.249070034	3	-0.321745962	1.240193531	-2.246810741	1.590311623	-1.661486991	0.692815206	20.12943132	20.5415	0		0.009264317	24	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	15304.68183	13015.56729	1.175875126	-1	6.5	6.5	6	6	285	0.823590137	-	-	0.28316	0.04337	0.25958	0.30491	0.05716	0.34077				
1644	505.778678	504.278678	1	528.3591741	0.190561299	8	-0.545494767	1.380513586	-3.422083203	1.237747993	-1.667081843	0.342092127	20.12943132	20.5415	0		0.009264317	24	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	30564.95907	25649.36244	1.191645958	1.210338271	7.5	7.5	7	7	285	0.918174385	-	-	0.23375	0.06224	0.25958	0.31643	0.07326	0.34077				
4302	469.24152												20.12943					24		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										285										15302.432	0.41206932	0.52028775	469.24176
4304	504.2787												20.12943					24		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										285										30293.236	0.41206932	-0.24206914	504.27856
2406	676.7051603	675.2051603	1	711.325762	0.002562184	7	0.480934665	0.854002648	-0.895850399	1.906393948	-0.389638517	1.38210307	20.18574342	20.59266667	0		0.015039074	36	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	17124.11741	12642.16512	1.354524106	1.384997312	6	6	6.5	6.5	286	0.862403037	-	-	0.41766	0.12539	0.38937	0.46271	0.05408	0.51116				
4306	675.20514												20.185743					36		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										286										17304.967	0.4069252	-0.9943448	675.20447
1715	423.8727477	422.3727477	1	447.4564987	0.002495426	12	-0.023120869	0.520305562	-0.817900744	0.771659005	-0.442186621	0.525999772	20.19869391	20.61	0		0.010870725	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	29250.15353	29831.52292	0.980511575	1.296675039	17	13.5	17	6	287	0.894060388	-	-	0.27097	0.03917	0.27039	0.32386	0.05605	0.35497				
4308	422.37274												20.198694					25		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										287										29671.46	0.41130447	0.505769	422.37296
891	310.7051981	309.2051981	1	327.2654711	-0.08740474	11	0.18829205	0.416228417	-0.583337844	1.094508554	-0.089853609	0.403630626	20.22253568	20.64416667	0		0.000970534	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	9344.425386	11579.86134	0.80695486	-1	6.5	6.5	7	7	288	0.861565515	-	-	0.19026	0.03006	0.19468	0.21024	0.03956	0.25558				
4310	309.2052												20.222536					18		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										288										9338.372	0.42163086	-0.09869684	309.20517
940	328.7156778	327.2156778	1	345.2759995	0.066090965	5	-0.025557841	0.79860871	-1.483874117	1.127529448	-0.551229987	0.847736209	20.26229326	20.679	0		0.006330369	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	12535.77262	19602.27434	0.639506029	0.663963565	5	5	6	6	289	0.926925659	-	-	0.20255	0.05613	0.19468	0.22507	0.05056	0.25558				
4312	327.21567												20.262293					18		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										289										12229.227	0.4167061	0.37305766	327.2158
1997	541.1688032	541.1688032	0	568.2593789	0.232310139	9	0.112307037	0.894650972	-1.345828341	1.360986504	-0.69168142	0.797066745	20.32075838	20.747	0		-0.002346751	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37893.3353	41289.66893	0.917743743	0.832384799	8	8	8	8	290	0.941125798	[M+CH3OH+H]+	-	0.30388	0.04093	0.29202	0.34341	0.06333	0.38337	37893.336	0.42624092	-0.45113578	541.1686
2319	690.7055395	689.2055395	1	722.3162531	0.237350095	15	0.135894612	0.428884664	-0.907833089	0.863341191	-0.146228148	0.420547621	20.32075838	20.747	0		-0.002346751	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	99127.50491	119496.286	0.829544651	0.815650736	7	7	7	7	290	0.989651476	[M+H]+	-	0.3382	0.0458	0.35692	0.4162	0.03347	0.46856				
719	332.5803231	331.0803231	1	348.1372806	0.02255646	22	0.131341231	0.14923063	-0.289210643	0.356019629	0.07949237	0.171668123	20.32075838	20.747	0		-0.002346751	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	692723.2188	725440.7837	0.954899744	0.956353872	7.5	7.5	8	8	290	0.996419653	-	-	0.13928	0.00788	0.18387	0.17691	0.00984	0.24138				
1838	479.1319435	479.1319435	0	505.2191654	0.254478963	5	0.344403354	1.386443857	-3.126890995	2.669215166	-0.43902638	1.293436121	20.3536677	20.78033333	0		-0.002346751	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22854.99714	17422.1326	1.311836942	1.255424733	8	8	8	8	290	0.915977244	-	-	0.22466	0.06165	0.28121	0.35325	0.13655	0.36917	22854.984	0.42666435	-0.82801515	479.13156
1978	491.1321644	491.1321644	0	518.2223537	-0.530698291	9	-0.231912605	1.29206869	-3.409194827	2.493839289	-0.849142137	0.306609806	20.3041383	20.73016667	0		-0.002346751	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	29648.4415	35021.67134	0.846574146	0.814448049	9	9	8	8	290	0.981336517	-	-	0.3071	0.08329	0.29202	0.37407	0.06831	0.38337	29655.049	0.4260292	-0.1864116	491.13208
1984	510.6426141	509.1426141	1	536.2331138	0.097725075	16	0.075986865	0.377103622	-0.591335729	0.727325684	-0.291639953	0.343715091	20.32075838	20.747	0		-0.002346751	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	105132.3255	118214.3508	0.889336403	0.8782129	8	8	8	8	290	0.9824379	[M+H]+	-	0.28831	0.03344	0.29202	0.34061	0.04198	0.38337				
2251	660.6949621	659.1949621	1	691.3022299	0.102869415	9	0.363039207	0.523102163	-0.681910125	1.169898817	0.021777273	0.892127476	20.3041383	20.73016667	0		-0.002346751	32	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	40981.41258	25401.42708	1.613350795	1.655533064	7	7	8	8	290	0.973538513	-	-	0.34657	0.05191	0.3461	0.43361	0.06932	0.45436				
2334	712.687371	711.187371	1	744.2979887	0.095226663	13	0.221602517	0.782524841	-1.566345086	1.437406887	-0.34768	0.699342117	20.3041383	20.73016667	0		-0.002346751	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	60860.53681	66271.47056	0.918351989	0.915827278	7	7	7	7	290	0.96601463	[M+Na]+	-	0.32008	0.04868	0.35692	0.40882	0.04338	0.46856				
2031	594.6481695	593.1481695	1	620.2387974	0.300012727	13	0.391076223	0.45161677	-0.610487217	1.035918438	0.089235186	0.850697802	20.32075838	20.747	0		-0.002346751	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	98217.21075	88456.6898	1.110342372	1.103758472	8	8	8	8	290	0.99056729	-	-	0.26098	0.0287	0.29202	0.33736	0.04849	0.38337				
4316	689.20557												20.320759					33		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										98762.88	0.42624092	-0.26567614	689.2054
4318	331.08032												20.320759					17		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										692028.1	0.42624092	-0.4608788	331.08017
4324	509.1426												20.320759					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										105010.3	0.42624092	-0.47951326	509.14236
4326	659.19495												20.304138					32		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										40800.785	0.4260292	-0.3703618	659.1947
4328	711.1874												20.304138					33		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										60860.555	0.4260292	0.17164297	711.1875
4330	593.1482												20.320759					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										290										98087.88	0.42624092	-0.51450175	593.1479
1429	434.7417691	433.2417691	1	454.3120848	-0.079276751	6	0.312603614	0.963825567	-0.790957395	2.16752531	-0.438757073	0.998220241	20.42897672	20.8645	0		-0.010123567	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28566.22599	27581.86512	1.035688699	0.997654734	7	7	7	7	291	0.952598758	[M+2Na-H]+	-	0.21533	0.02956	0.22713	0.27972	0.0766	0.29817				
1442	473.23394	473.23394	0	494.3044061	0.24523389	5	-0.262782763	1.338873805	-3.819505277	2.048838843	-0.943371785	0.281886877	20.39574412	20.83083333	0		-0.010123567	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22659.3177	28678.26732	0.790121573	0.874627512	7	7	7	7	291	0.910767046	[M+CH3FeN]+	-	0.21319	0.05684	0.22713	0.2596	0.06846	0.29817	22659.318	0.4350891	-0.70936024	473.2336
4332	433.24176												20.428976					21		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										291										28566.307	0.435524	0.63396055	433.24203
1239	342.637291	341.137291	1	361.2042952	0.012305896	9	-0.025883282	0.904099925	-2.54562672	1.122165504	-0.541759749	0.495957075	20.45869136	20.89883333	0		-0.014297234	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55267.80025	28834.40987	1.916730757	-1	7	7	7	7	292	0.968500825	-	-	0.18048	0.03982	0.21631	0.32142	0.0792	0.28398				
4336	341.1373												20.45869					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										292										54890.97	0.4401436	-0.26837504	341.1372
1034	363.7526316	362.2526316	1	380.3129981	0.183449323	6	0.72362149	0.719780283	-0.160939566	2.113646006	0.024397036	1.22066056	20.51998142	20.949	0		-0.002519367	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7966.207892	14675.39198	0.542827606	0.821947909	3.5	3.5	5.5	17	293	0.856499928	-	-	0.18291	0.04022	0.19468	0.21424	0.06719	0.25558				
1720	439.8674414	438.3674414	1	463.4513206	0.294825728	22	0.36212653	0.420147958	-0.37035943	1.370051424	0.005569315	0.604270649	20.50353274	20.93233333	0		-0.002519367	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	102266.6265	117188.003	0.872671467	0.853988929	12.5	12.5	12.5	12.5	293	0.977187174	-	-	0.24787	0.0333	0.27039	0.31943	0.0378	0.35497				
