Num	MZ	True_MZ	0.806612601	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.106051154	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	CM12C_13CFg1.Area	CM12C_13CFg1.RT-Shift	CM12C_13CFg1.MZ-Shift	CM12C_13CFg1.MZ
1255	360.6478094	359.1478094	1	379.2147953	-0.039409958	9	-0.300744926	0.446216413	-1.228358068	0.471085856	-0.531586059	0.029230436	13.29853958	13.7006	0		-0.010512459	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	44545.9591	18875.16378	2.360030335	-1	6	6	6	6	158	0.893118112	-	-	0.1798	0.03446	0.21631	0.29883	0.03471	0.28398				
2137	675.7091229	674.2091229	1	703.3061418	-0.194417423	5	-0.139317362	0.579861712	-1.421804775	0.93193683	-0.516519542	0.316342872	13.29853958	13.7006	0		-0.010512459	29	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28374.70899	15078.75288	1.881767625	2.070285352	13	17	13	17	158	0.875711791	-	-	0.33334	0.0662	0.31366	0.35469	0.13202	0.41176				
1235	342.637291	341.137291	1	361.2042952	0.012305896	6	-0.130251353	0.612793444	-1.203751516	1.122165504	-0.577543088	0.281257043	13.29853958	13.7006	0		-0.010512459	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31208.79453	11057.3502	2.822447872	2.524240647	6.5	6.5	6	6	158	0.8192123	-	-	0.18352	0.03851	0.21631	0.46772	0.15273	0.28398				
1307	423.7158717	422.2158717	1	442.2829799	0.25613201	4	0.262182063	0.667336708	-1.189432466	1.629470438	-0.105239042	0.603100662	13.28108852	13.68315	0		-0.010512459	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31456.05594	13117.89892	2.397949254	-1	6	6	6	6	158	0.80622593	-	-	0.21624	0.03927	0.21631	0.36008	0.05927	0.28398				
2033	596.6639601	595.1639601	1	622.2543367	-0.12332736	4	0.314546988	0.782932818	-1.018626867	2.263031854	-0.198212187	0.806795797	13.29853958	13.7006	0		-0.010512459	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	15562.82274	49654.7431	0.313420668	0.323285697	8	8	9	9	158	0.917880531	-	-	0.35213	0.08747	0.29202	0.39812	0.04893	0.38337				
3536	394.18472												13.298539					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										31694.842	0.40206146	-0.61935586	394.18448
3538	359.1478												13.298539					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										46097.484	0.40206146	-0.3398888	359.14767
3540	674.2091												13.298539					29		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										27998.645	0.40206146	0.27158558	674.2093
3542	341.1373												13.298539					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										31126.693	0.40206146	-0.44729173	341.13715
3544	422.21588												13.281089					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										31397.469	0.40206146	0.28911823	422.216
3546	595.16394												13.298539					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										158										15471.4	0.40206146	-0.41020733	595.1637
2247	642.6843769	641.1843769	1	673.291757	0.28086461	10	0.250848039	0.564765892	-0.605873406	1.202760757	-0.339337845	0.574498363	13.3516	13.75318333	0		-0.010039764	32	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20460.55293	16063.90596	1.273697256	1.49818267	5	5	4.5	4.5	159	0.905689463	-	-	0.31718	0.06586	0.3461	0.31885	0.07733	0.45436				
3548	641.1844												13.3516					32		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										159										20460.629	0.40158367	-0.5711476	641.184
2052	634.2236518	634.2236518	0	661.314227	0.197431931	8	0.481632379	0.747355487	-0.763421052	2.219895383	0.102703074	0.9688272	13.45985387	13.46485	1	1	0.386546692	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	56302.11633	26561.36752	2.119699458	2.129718232	8	8	8	8	153	0.963291735	-	-	0.27711	0.04308	0.29202	0.35534	0.06446	0.38337				
1199	435.7009296	434.2009296	1	453.2646085	0.066582078	12	0.10660747	0.413186557	-0.399440646	0.795395184	-0.286985509	0.542371125	13.44305603	13.44805	1	1	0.386546692	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55152.72278	48660.73863	1.133413185	-1	6	6	6	6	153	0.933456875	-	-	0.17441	0.02276	0.2055	0.25165	0.03917	0.26978				
3510	434.20093												13.443056					19		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										153										684960.7	0.5170269	0.63256013	434.2012
1760	536.6429674	535.1429674	1	560.2267454	0.052380395	12	-0.313447024	0.533612397	-1.500949662	0.323913149	-0.588518257	0.301102364	13.49790372	13.87476667	0		0.014664403	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	39930.61843	47034.44396	0.848965462	0.884766675	9.5	9.5	9.5	9.5	160	0.963544244	-	-	0.23535	0.0513	0.27039	0.29595	0.06078	0.35497				
1923	566.653846	565.153846	1	591.240835	-0.196265142	15	0.102986338	0.143996558	-0.113008498	0.318981174	-0.048210047	0.210983756	13.46349835	13.84036667	0		0.014664403	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	369110.9565	479048.9205	0.770507856	0.855081468	4	4	4.5	4.5	160	0.987009206	-	-	0.259	0.00862	0.28121	0.31824	0.01316	0.36917				
2026	587.7475723	586.2475723	1	613.3380771	0.093451986	20	0.085079977	0.430366311	-0.721784705	1.25633516	-0.201226846	0.340153328	13.46349835	13.84036667	0		0.014664403	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	124777.384	117093.7669	1.065619353	1.086229345	9.5	9.5	9.5	9.5	160	0.987348067	-	-	0.28736	0.04133	0.29202	0.3613	0.04099	0.38337				
3550	535.14294												13.497904					25		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										160										39898.48	0.37686348	0.11405393	535.143
3552	565.1539												13.463498					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										160										329966.8	0.37686825	-0.43198964	565.1536
3554	586.24756												13.463498					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										160										124378.07	0.37686825	0.104111575	586.2476
1934	571.7163181	570.2163181	1	596.3034797	0.108102834	13	0.71372115	0.94830277	-0.968313989	2.992114202	0.102072009	1.279496606	13.51166738	13.13866667	1	1	0.764447734	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	50179.39246	23094.45321	2.172789804	1.923531279	6	17	17	17	144	0.948131804	-	-	0.26003	0.04296	0.28121	0.30529	0.10672	0.36917				
1749	525.7109785	524.2109785	1	549.294796	0.128728704	4	0.518751242	0.985360285	-1.29938588	2.310019343	-0.274780527	1.238841019	13.52370591	13.90896667	0		0.006260719	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	16673.82996	18712.74466	0.891041387	0.955373736	6.5	6.5	7	7	161	0.844293995	-	-	0.26145	0.04812	0.27039	0.32438	0.09802	0.35497				
3556	524.211												13.5237055					25		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										161										16644.1	0.38526154	0.0	524.211
159	198.6165782	197.1165782	1	208.1534954	0.340879497	7	0.472076981	0.331057759	-0.000123856	1.161025744	0.216624069	0.727529893	13.54079034	13.92605	0		0.006258694	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	21512.21319	26332.57279	0.816943083	-1	5	5	5	5	162	0.864691163	-	-	0.1109	0.02283	0.11897	0.09741	0.02072	0.15619				
1216	463.731958	462.231958	1	481.2955311	-0.16632342	7	0.086938054	1.293043756	-2.025772855	2.925893337	-1.022235173	0.932022417	13.56093713	13.96008333	0		-0.007634407	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	21373.2227	28004.67122	0.763202058	0.864698718	7	7	8	8	163	0.939715449	-	-	0.25982	0.1048	0.2055	0.31041	0.05652	0.26978				
314	220.6009244	219.1009244	1	232.1445379	0.289501289	10	0.210658642	0.574726936	-1.190389453	1.386391985	-0.201462523	0.592464731	13.56093713	13.96008333	0		-0.007634407	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	50946.54022	60621.51609	0.840403598	0.875829324	8	8	8	8	163	0.958930695	-	-	0.14119	0.05813	0.1406	0.17957	0.02448	0.18458				
1287	390.6219526	389.1219526	1	409.1888305	-0.313896451	7	-0.114189378	0.971017546	-1.761151561	1.532772805	-1.133737396	0.748505099	13.59499412	13.99413333	0		-0.007634407	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26260.47147	24030.78097	1.092784771	1.185869696	9	9	9.5	9.5	163	0.944294313	-	-	0.19342	0.04853	0.21631	0.32388	0.08496	0.28398				
1200	435.7009296	434.2009296	1	453.2646085	0.066582078	21	0.030534877	0.22982096	-0.399440646	0.654826262	-0.104245912	0.092550578	13.56093713	13.96008333	0		-0.007634407	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	684711.9871	929961.0897	0.736280254	0.744163403	8	8	8	8	163	0.998892725	[M+NH4]+	-	0.17165	0.01111	0.2055	0.21951	0.01032	0.26978				
1203	440.6561617	439.1561617	1	458.2197483	-0.144413322	10	-0.138683994	1.202552393	-3.452555309	1.75929997	-0.67289916	0.786420318	13.56093713	13.96008333	0		-0.007634407	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36079.25455	51157.08854	0.705264032	0.712181915	8	8	8	8	163	0.968477911	[M+Na]+	-	0.1776	0.03899	0.2055	0.21033	0.03908	0.26978				
1885	540.2422608	540.2422608	0	566.3294179	0.105743301	15	0.248956959	0.515410939	-1.022038588	1.124531669	-0.00524215	0.559644759	13.56093713	13.96008333	0		-0.007634407	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	153109.5105	170273.2974	0.8991986	0.850018704	8	8	8	8	163	0.977841274	-	-	0.26538	0.02028	0.28121	0.35394	0.02801	0.36917	151648.19	0.39914608	0.6778643	540.2426
2131	656.6848719	655.1848719	1	684.2821098	0.134174343	8	0.120582617	1.500307418	-3.419389133	2.728982853	-0.997303199	1.331625584	13.56093713	13.96008333	0		-0.007634407	29	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20479.05044	45817.17158	0.446973258	0.470730575	8	8	9	9	163	0.952407056	-	-	0.33275	0.09622	0.31366	0.42774	0.0639	0.41176				
2202	637.7632378	636.2632378	1	667.3671636	0.119166086	7	0.03724546	0.924671439	-1.772587137	1.297093592	-0.698198882	0.817455978	13.59499412	13.99413333	0		-0.007634407	31	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28559.64342	21907.67416	1.303636489	1.434526329	9	9	8	8	163	0.961890654	-	-	0.35744	0.04012	0.33529	0.37781	0.11876	0.44016				
3560	462.23196												13.560937					19		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										21306.316	0.39914608	0.0	462.23196
3562	219.10092												13.560937					13		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										50585.76	0.39914608	0.13928548	219.10095
3564	389.12195												13.594995					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										26269.967	0.3991394	-0.31370708	389.12183
3566	434.20093												13.560937					19		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										684960.7	0.39914608	0.63256013	434.2012
3568	439.15616												13.560937					19		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										35948.51	0.39914608	0.0	439.15616
3572	655.1849												13.560937					29		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										20483.709	0.39914608	0.0	655.1849
3574	636.26324												13.594995					31		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										163										28558.033	0.3991394	0.19185504	636.26337
1719	439.7375818	438.2375818	1	463.3213011	-0.070069299	21	-0.027257936	0.228645237	-0.300832112	0.674086771	-0.189412812	0.047353203	13.64997489	14.04395	0		-0.002481205	25	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	1259318.828	860538.3225	1.463408189	1.495618218	7	7	7	7	164	0.986580314	-	-	0.23156	0.00934	0.27039	0.31801	0.0176	0.35497				
2091	617.7581704	616.2581704	1	644.352007	0.0592982	10	0.116948247	0.819287082	-1.368674805	1.701612835	-0.417876052	0.592347623	13.61671754	14.0107	0		-0.002481205	28	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	28186.04844	40773.19394	0.691288705	0.691607603	7	7	7	7	164	0.945455981	-	-	0.27783	0.05098	0.30284	0.4011	0.05252	0.39757				
2248	642.6843769	641.1843769	1	673.291757	0.28086461	12	0.488826219	0.919717161	-0.891447221	2.821012376	-0.072802285	0.974301704	13.61671754	14.0107	0		-0.002481205	32	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	60010.67202	40892.84311	1.467510387	1.492292227	10	17	11.5	17	164	0.978171093	-	-	0.36697	0.05078	0.3461	0.41349	0.08864	0.45436				
3576	438.23758												13.649975					25		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										164										1259319.2	0.39397526	-0.06963706	438.23755
3578	616.2582												13.616717					28		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										164										28123.709	0.3939829	0.2971246	616.25836
3580	641.1844												13.616717					32		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										164										61637.875	0.3939829	0.19038254	641.1845
1236	341.137291	341.137291	0	361.2042952	0.012305896	12	0.041783929	0.683515035	-0.756459781	1.927290626	-0.577543088	0.406498728	13.67800113	14.06063333	0		0.0088579	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	56914.06754	41617.29272	1.367558143	1.390563785	6	6	7	7	165	0.919280244	-	-	0.20983	0.04986	0.21631	0.29048	0.03218	0.28398	56942.316	0.38263226	-0.5367501	341.13712
421	357.6905295	356.1905295	1	370.2373553	-0.20823406	4	0.088928536	0.856077103	-1.698063071	1.8147218	-0.584253234	0.666640891	13.661314	14.04395	0		0.0088579	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24510.42992	30527.6865	0.802891825	0.800939754	7	7	8	8	165	0.938991113	-	-	0.16979	0.07775	0.15142	0.19045	0.06951	0.19878				
1848	504.6895084	503.1895084	1	529.2767211	0.224094497	16	0.286241686	0.50021907	-0.24822128	1.995765075	-0.06627644	0.479558079	13.67800113	14.06063333	0		0.0088579	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	181932.093	201873.8362	0.901216802	0.852621241	8	8	8	8	165	0.987231127	[M+2Na-H]+	-	0.27021	0.0194	0.28121	0.32577	0.02957	0.36917				
1256	360.6478094	359.1478094	1	379.2147953	-0.039409958	8	-0.117183195	0.803675375	-2.587913207	0.895946837	-0.259675032	0.216169267	13.67800113	14.06063333	0		0.0088579	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45832.10846	22443.41483	2.042118314	2.184622938	6	6	6	6	165	0.925607019	-	-	0.21553	0.06263	0.21631	0.2911	0.08221	0.28398				
1290	395.684738	394.184738	1	414.2517956	0.146048272	9	0.220776541	0.599984359	-0.886917583	1.125988942	-0.174658351	0.707923741	13.67800113	14.06063333	0		0.0088579	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	83963.24143	36719.47625	2.286613264	2.360131673	6	6	6	6	165	0.974028747	-	-	0.16476	0.02968	0.21631	0.29356	0.03122	0.28398				
1878	538.2267508	538.2267508	0	564.3139016	0.094391444	23	0.101468055	0.162576992	-0.232062683	0.334939572	-0.005261781	0.221539121	13.67800113	14.06063333	0		0.0088579	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	719186.6283	731878.4849	0.982658519	0.99590742	8	8	8	8	165	0.994447302	[M+NH4]+	-	0.24949	0.01133	0.28121	0.34475	0.01171	0.36917	719186.6	0.38263226	-0.2268009	538.2266
1892	544.6817912	543.1817912	1	569.2688098	-0.149863271	7	0.139256769	1.463489413	-1.915435503	4.377059579	-0.724356077	0.871240891	13.661314	14.04395	0		0.0088579	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24145.21827	25807.38513	0.935593364	0.947620258	8	8	7	7	165	0.897406219	[M+CH3FeN]+,[M+Na]+	-	0.27788	0.08253	0.28121	0.35642	0.07819	0.36917				
95	374.1434384	374.1434384	0	383.1735779	-0.028184378	10	0.350311889	0.535256009	-0.241045379	1.553418054	-0.07791234	0.737752857	13.71142563	14.09405	0		0.0088579	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	399386.2697	73058.56687	5.466658968	5.825669875	8	8	8	8	165	0.981030631	-	-	0.1329	0.01522	0.09734	0.11109	0.02132	0.12779	399258.56	0.38262463	0.24469957	374.14352
581	374.14344	374.14344	0	390.1970909	0.135790167	16	0.186155908	0.336820377	-0.356021543	1.193742323	-0.013442162	0.361763826	13.71142563	14.09405	0		0.0088579	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	399386.2697	487870.3446	0.818631987	0.841562293	8	8	8	8	165	0.992336426	[M+NH4]+	-	0.13359	0.0157	0.17305	0.1758	0.01152	0.22718	399258.56	0.38262463	0.24469957	374.14352
588	380.5988608	379.0988608	1	395.1523808	-0.211032024	3	0.104800678	1.054386845	-1.880873786	1.741640439	-0.737769297	1.081537847	13.67800113	14.06063333	0		0.0088579	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	16129.11849	22306.93262	0.723054073	0.814148036	7	7	7	7	165	0.904729072	[M+Na]+	-	0.17431	0.03412	0.17305	0.1899	0.06931	0.22718				
27	383.1735884	383.1735884	0	390.1971042	0.171903811	9	-0.221777415	0.587882437	-1.864440344	0.524887552	-0.590132133	0.126666236	13.69443829	14.07706667	0		0.0088579	7	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	73058.56687	487870.3446	0.149749965	0.145251953	8	8	8	8	165	0.99311772	-	-	0.07307	0.01506	0.07571	0.17563	0.01182	0.09939	72813.79	0.3826294	-0.07964426	383.17355
3584	356.19052												13.661314					14		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										24413.86	0.38263607	-0.68542147	356.19028
3586	503.1895												13.678001					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										181575.81	0.38263226	-0.18194483	503.18942
3588	359.1478												13.678001					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										45777.918	0.38263226	-0.424861	359.14764
3590	394.18472												13.678001					20		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										83789.48	0.38263226	0.0	394.18472
3594	543.18176												13.661314					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										24070.531	0.38263607	0.22473197	543.1819
3598	379.09885												13.678001					16		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										165										16129.118	0.38263226	-1.1270045	379.09842
1267	373.1269835	373.1269835	0	393.1939636	-0.05332501	4	0.056761371	0.863355383	-1.182337726	2.498154643	-0.642532179	0.633371842	13.84014836	14.24595	0		-0.01435738	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	25994.72177	20994.40356	1.238173864	1.262712285	8.5	14.5	12.5	12.5	168	0.860706044	-	-	0.21412	0.05243	0.21631	0.27612	0.07471	0.28398	25945.125	0.40580273	-0.4089436	373.12683
384	291.0966799	291.0966799	0	305.1435921	0.041986051	22	0.035507595	0.141322441	-0.295555265	0.333464169	-0.08588212	0.123791025	13.8299515	14.21235	0		0.009054403	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	626976.5279	680923.7695	0.920773449	0.901484785	9	9	9	9	167	0.992359341	-	-	0.11187	0.00921	0.15142	0.15538	0.01045	0.19878	627089.8	0.38239956	0.0	291.09668
1261	371.1112832	371.1112832	0	391.1783617	0.211316669	4	-0.212928536	1.050895863	-1.764390321	2.758422303	-0.810488022	0.30788019	13.86356014	14.24595	0		0.009054403	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	29814.93165	16475.30569	1.809673957	1.844880921	8	8	8	8	167	0.936836884	-	-	0.22156	0.05545	0.21631	0.3044	0.06759	0.28398	29550.273	0.38239098	-0.41116476	371.11115
463	339.7162791	338.2162791	1	353.2665046	-0.072421115	11	0.242540809	0.617021417	-0.865495328	1.480509523	-0.233878637	0.704523303	13.85716132	14.24595	0		0.002655589	15	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49401.12062	34389.49773	1.436517655	1.466639101	16.5	16.5	17	17	169	0.958806766	-	-	0.16508	0.03021	0.16224	0.19024	0.04849	0.21298				
1907	554.2216992	554.2216992	0	580.3089007	0.183074752	21	0.317931303	0.158148205	-0.005109925	0.655656223	0.215145458	0.435400841	13.85716132	14.24595	0		0.002655589	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	821345.6311	1097836.364	0.748149413	0.750355092	7	7	8	8	169	0.997841726	[M+NH4]+	-	0.25574	0.0107	0.28121	0.33927	0.01781	0.36917	821447.25	0.38878918	-0.44051078	554.22144
1917	560.6768291	559.1768291	1	585.2639479	0.033535009	12	-0.030747419	0.845924911	-1.642341612	1.632212325	-0.747296869	0.693506863	13.85716132	14.24595	0		0.002655589	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34608.20553	51473.79067	0.672346161	0.672607325	8	8	8	8	169	0.97979273	[M+Na]+	-	0.29557	0.08266	0.28121	0.33287	0.06708	0.36917				
323	234.5801719	233.0801719	1	246.1237662	0.190252134	10	0.024475495	0.439396691	-1.380857854	0.517651484	-0.110820573	0.229601791	13.8738323	14.26261667	0		0.002655589	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	78068.99727	119704.1718	0.652182761	0.646667798	7.5	7.5	7	7	169	0.977078358	-	-	0.11761	0.02369	0.1406	0.14112	0.02533	0.18458				
331	252.5907023	251.0907023	1	264.1342572	0.019355556	15	-0.023002324	0.140521263	-0.3094896	0.176670626	-0.066409487	0.079438581	13.85716132	14.24595	0		0.002655589	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	240704.1941	375279.8488	0.641399198	0.650579299	7	7	7	7	169	0.995270215	-	-	0.10596	0.0166	0.1406	0.12696	0.01355	0.18458				
1107	419.6696381	418.1696381	1	436.2296661	-0.650470468	3	-0.234291598	0.856718084	-2.182829372	1.101223056	-0.635675784	0.473604148	13.89073667	14.27951667	0		0.002655589	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26907.99242	12610.36449	2.133799736	2.430399362	8.5	8.5	6.5	6.5	169	0.877894672	-	-	0.19436	0.07039	0.19468	0.326	0.04877	0.25558				
3616	338.21628												13.8571615					15		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										169										49168.79	0.38878918	-0.5413857	338.2161
3620	559.1768												13.8571615					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										169										34306.62	0.38878918	-0.87321436	559.17633
3622	233.08017												13.873833					13		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										169										77781.78	0.3887844	0.26186335	233.08023
3624	251.0907												13.8571615					13		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										169										240699.73	0.38878918	-0.6077003	251.09055
1837	468.247693	468.247693	0	494.3347013	-0.195729742	8	-0.099153871	0.872912708	-1.570224301	1.492953999	-0.905449436	0.645691916	13.90980068	14.29648333	0		0.004748538	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	36022.88989	21153.0489	1.702964431	1.738407535	7	7	7	7	170	0.980506921	-	-	0.26106	0.03073	0.28121	0.3369	0.05205	0.36917	36022.89	0.3866825	-0.19552203	468.2476
1935	571.7163181	570.2163181	1	596.3034797	0.108102834	5	0.105894816	1.377754753	-2.038699987	3.9554616	-1.268022068	1.386535206	13.90980068	14.29648333	0		0.004748538	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	15919.90557	20140.59235	0.790438796	0.897970496	17	17	17	17	170	0.929218013	-	-	0.25946	0.13542	0.28121	0.33408	0.0954	0.36917				
3630	570.2163												13.909801					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										170										15849.85	0.3866825	-0.107038595	570.21625
235	212.6798645	211.1798645	1	223.2200745	0.047310382	9	-0.065812429	0.320586888	-0.689832391	0.393991753	-0.256302734	0.177226924	13.91014308	14.3131	0		-0.011530035	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	68658.94163	59371.86607	1.15642216	1.078357303	5	5	5.5	5.5	171	0.948094715	-	-	0.10004	0.01915	0.12979	0.147	0.03417	0.17039				
3632	211.17987												13.910143					12		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										171										68659.0	0.40295696	0.21676482	211.17992
182	215.6430592	214.1430592	1	225.1799921	0.387101036	4	0.728880666	0.745841081	-0.356389601	2.422560022	0.056890087	1.282478125	13.95113713	14.34696667	0		-0.004411388	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	23168.49106	30994.39627	0.747505803	0.79192823	8	8	7	7	172	0.836549883	[M+NH4]+	-	0.12056	0.04699	0.11897	0.13766	0.04519	0.15619				
208	271.7055593	270.2055593	1	281.2424067	-0.009622304	14	0.071439631	0.273144507	-0.282445556	0.846975253	-0.101738226	0.191911184	13.95113713	14.34696667	0		-0.004411388	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	161649.1445	200298.0743	0.807042928	0.768285049	8	8	7	7	172	0.967581724	-	-	0.12351	0.01604	0.11897	0.11318	0.011	0.15619				
160	198.6165782	197.1165782	1	208.1534954	0.340879497	23	0.323176621	0.170499066	-0.077533829	0.541745957	0.232106064	0.464335984	13.95113713	14.34696667	0		-0.004411388	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	662132.1643	820797.3865	0.806693802	0.823711358	8	8	8	8	172	0.989164629	[M+H]+	-	0.08262	0.00864	0.11897	0.10971	0.01067	0.15619				
195	243.6743421	242.1743421	1	253.2111849	-0.029833879	14	-0.008501806	0.23106552	-0.441153	0.629973742	-0.138717214	0.075508135	13.95113713	14.34696667	0		-0.004411388	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	216024.01	282555.2172	0.764537325	0.796574934	7	7	7	7	172	0.981947373	-	-	0.10097	0.01038	0.11897	0.09739	0.01456	0.15619				
1194	433.6849285	432.1849285	1	451.2486743	0.221516286	4	0.359136405	0.949851768	-1.178039366	2.070127104	-0.641385776	0.968574997	13.96817483	14.364	0		-0.004411388	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	43276.80667	15352.27384	2.818918365	2.834404563	7	7	7	7	172	0.98527597	-	-	0.18962	0.03963	0.2055	0.28156	0.08174	0.26978				
