Num	MZ	L_MZ	D_MZ	RT	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	OGroup	Ion	Loss	M	160125_pos_244_ExpMetMarc_KPX_28_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_28_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_fromorigExp_Test_Area	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_N	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_L	_160125_pos_244_12C13C_DON_Treatment_Remus_FID	_160125_pos_244_12C13C_DON_Treatment_Remus_GroupID	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_N	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_L	_160125_pos_244_12C13C_Fg_Treatment_Remus_FID	_160125_pos_244_12C13C_Fg_Treatment_Remus_GroupID	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_ACNFA_Ear_1_FID	_160125_pos_243_solcomp_ACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_ACN_Ear_1_Area_N	_160125_pos_243_solcomp_ACN_Ear_1_Area_L	_160125_pos_243_solcomp_ACN_Ear_1_FID	_160125_pos_243_solcomp_ACN_Ear_1_GroupID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_N	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_L	_160125_pos_243_solcomp_AcetoneFA_Ear_1_FID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_GroupID	_160125_pos_243_solcomp_Acetone_Ear_1_Area_N	_160125_pos_243_solcomp_Acetone_Ear_1_Area_L	_160125_pos_243_solcomp_Acetone_Ear_1_FID	_160125_pos_243_solcomp_Acetone_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACN_Ear_1_FID	_160125_pos_243_solcomp_MeOHACN_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOH_Ear_1_Area_N	_160125_pos_243_solcomp_MeOH_Ear_1_Area_L	_160125_pos_243_solcomp_MeOH_Ear_1_FID	_160125_pos_243_solcomp_MeOH_Ear_1_GroupID	_160125_pos_244_12C13C_DON_Treatment_Remus_fold	_160125_pos_244_12C13C_Fg_Treatment_Remus_fold	_160125_pos_243_solcomp_ACNFA_Ear_1_fold	_160125_pos_243_solcomp_ACN_Ear_1_fold	_160125_pos_243_solcomp_AcetoneFA_Ear_1_fold	_160125_pos_243_solcomp_Acetone_Ear_1_fold	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_fold	_160125_pos_243_solcomp_MeOHACN_Ear_1_fold	_160125_pos_243_solcomp_MeOHFA_Ear_1_fold	_160125_pos_243_solcomp_MeOH_Ear_1_fold	doublePeak	Remus_Stat_fold	solvents_Stat_fold	Phe_Num	Phe_MZ	Phe_RT	Phe_Xn	Phe_Charge	Phe_Ionisation_Mode	Trp_Num	Trp_MZ	Trp_RT	Trp_Xn	Trp_Charge	Trp_Ionisation_Mode
4487	556.238991148	582.326091148	26.0871	13.6	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	352				205863.61849985857	233327.57996969894	206864.8430484433	243776.31753926305	191416.6014726094	274677.09793795145	179457.014147	436042.484017	3849.0	245.0	97881.6933346	281051.116198																			29024.2197468	18175.4185443			27998.7541711	11976.0951523			30874.330477	16152.2693946			31138.5485795	15182.7376276			0.411558553868	0.348270075062					1.59689416098	2.33788674981	1.91145465215	2.05091791369	0	1	0												
4666	595.165861603	622.256311603	27.09045	13.63	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	352				1314651.330194542	4096011.5915839644	1305464.8395199764	4440967.08452053	1418871.1037862042	4425455.995117572	2168771.40674	10515725.0372	4010.0	245.0	2075542.68571	8078025.79508	3789	239	11432.2700608					866317.237734			8589.5170361				7512.34498353				11816.9962688				11571.8309267				18400.9665899				18410.8108059				0.206240786923	0.256936872741									0	2	0	543	595.166831123	13.64	9.0	1	+						
4989	641.186598604	673.293798604	32.1072	13.63	32	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	352				260526.23905983914	358605.9590559247	225708.60618347445	361040.67607836094	252096.37731796256		159487.781672	163348.095815	4330.0	245.0	106738.502462	106192.198432	4124	239	52784.5666367	20660.182907			34963.8168043	21164.17923			54576.2002726	28885.555216			49420.1171333	24552.6418677			56687.6927945	28019.2157466			49598.3575449	26817.2563762			47935.4706995	26194.9953523			50795.1458815	23953.0194049			0.976367559574	1.00514448366	2.55489348154	1.65202800564	1.88939419251	2.01282279111	2.02317200121	1.84949410369	1.82994766957	2.12061556929	0	2	0												
713	163.075349222	173.108849222	10.0335	18.23	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	353				339107.6538830046	970416.5594939921	501411.8913564286	1170843.7725716727	396036.94731913746	1255711.52485307	561790.259936	1477613.0466	590.0	367.0	360360.400147	566474.723074	486	353	21338.9814219	14525.3602734			23110.3007041				31562.62788	13144.2610392			24289.0825048	12561.6549032			30536.4655253	17100.3911985			62850.0307563	28795.1188787	196	189	30866.160965	21132.8482599			49984.602607	24254.449757			0.380201204387	0.636145595679	1.46908448535		2.40124779824	1.9335893791	1.78571736581	2.18266265964	1.46057741888	2.06084257147	0	2	1												
714	163.075442588	173.108942588	10.0335	12.28	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	354				791625.1890121313	905327.8567840827	833791.7353240978	1037203.8704488504	746411.2189635538	999467.2303100056	926018.576919	3242504.79585			2262659.75049	3430161.69722			29856.352912	26494.0640024			45634.506511	106216.484991	130	90	43478.0235355	38101.1976392			33176.9635265	54007.624968			42012.5142911	29131.9450217			47044.4643922	72863.0770003	195	111	38334.0131457	26506.2614036			42352.9442675	43135.6380687			0.285587419363	0.659636469125	1.12690725399	0.429636760385	1.1411196033	0.614301472174	1.44214587319	0.645655746765	1.4462248207	0.981855054514	0	0	2	203	163.075350849	12.35	9.0	1	+						
715	163.075635185	173.109135185	10.0335	19.04	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	355				604564.3854304418	649636.2201260057	640929.2594341729	616503.5811513341	587659.5545496816	550282.3210297807									69946.7393434	24198.769444			56481.841133	66479.3014435	131	194	52060.9376689	28961.1466799	154	211	27396.0730885	21805.7687963			61032.5965895	29044.7403166							26987.2954931	15326.3916767									2.89050811056	0.849615442801	1.79761313474	1.25636813563	2.10133042762		1.76083817133		0	0	2	204	163.075350849	19.13	9.0	1	+						
716	165.090978205	175.124478205	10.0335	17.61	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356					180082.199882382	191840.85698112787	144125.97632080643	91203.5901238535	201563.81920865862	421844.221366	1187704.32581	591.0	352.0	133145.050745	229379.428772	487	337										1622.66083911							10359.6085995	6079.89490658			11045.1684737	10061.1465064			11805.775266	10590.6731558			15274.0649068	13897.0531898			0.355176126077	0.580457678606					1.70391244565	1.09780415848	1.11473322727	1.09908659758	0	2	0												
1021	215.127810811	226.164660811	11.03685	17.54	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				355623.80085088266	409226.0951234199	582989.1352512226	501922.9268783673	509996.5078221584	500643.7441428234	252890.273435	235786.664432	852.0	352.0	249634.33812					7004.61763854				10727.4727192				12519.5926996			12671.2432308	8477.71316327			13759.6571312	13047.2892801				6262.52320841				19607.1055764							1.07253849171					1.49465345037	1.05459891597				0	1	0												
1468	211.169350531	224.212900531	13.04355	17.65	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				468914.4637535991	525931.9706416938	645844.3614863694	533003.1407819277	457221.4906221285	545113.6531771914	663952.698509	3040997.67041			346882.815103	3063555.99182	989	336	29360.0711326	46032.7494711			25645.3322718								24806.7846376	52349.9201925			34411.8309721	91638.1754409			37355.6809705	106102.058696			28951.8437033	95195.4961365			34241.9842952	125897.433662			0.2183338399	0.113228815151	0.637808331458			0.473864803353	0.375518508597	0.352073102346	0.304130393541	0.271983179476	0	1	0												
1524	231.195590297	244.239140297	13.04355	17.71	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				271081.8257416584	281319.8638575071						133786.460559			384085.248972	401718.848221	1035	337																																		0.956104625593									0	1	0												
1731	265.107137164	279.154037163	14.0469	17.59	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				261056.5505561796	357718.80018510943	270520.1318036532	459890.3633749957	249565.213680188	492954.51121088286	272938.286165	200491.137549	1431.0	352.0	636638.428256	272220.507815	1250	336	15037.5990269	11481.7674239			13672.3813313	16047.9999728			13124.3979995	10407.1214512			11159.4607914	9071.05801416			15063.9867478	14713.1245435			14095.0483357	12880.9471206			14286.3876513	13376.4492787			15359.2418202	12675.3070633			1.36134838428	2.3386865059	1.30969374938	0.851967930859	1.26109780318	1.23022703349	1.02384688604	1.09425558569	1.06802540447	1.21174514696	0	2	0												
2285	344.170457314	360.224057314	16.0536	17.66	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+NH4]+		326.136634314	28034.74224918255	281202.4400597371	24091.496083833496	296226.7404882667	28647.27976953538	314496.42635740363	2021012.41803	5871647.63046			612691.01296	1181604.20434	1709	336	32981.0546056	6728.676271			33025.5088022	28248.4248147			35182.993367	26736.1368354			35458.3266069	21638.415247			40918.1646468	31401.6922241			65348.9121249	56640.4212778			56525.4427246	48394.2163061			76707.0568272	71806.0809867			0.34419851892	0.518524740103	4.90156656039	1.16910974749	1.31593407019	1.63867483834	1.30305603771	1.15375046037	1.16802062393	1.06825293587	0	1	0												
2287	349.125989233	365.179589233	16.0536	17.54	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+Na]+		326.136771233		23285.61451415726		24692.53948959209		24141.92925240003	67078.3810403	219046.852827	1855.0	352.0	18474.0911362	40031.2660889																												2518.82497231			5637.16437051	6042.07019726			0.306228462882	0.461491552508								0.932985580515	0	1	0												
2606	394.207236664	411.264186664	17.05695	17.62	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				216678.32520679108	230386.60059362205	197910.12072131512	235754.87605461074	215818.96714156706	235842.33219704096	277046.205565	292544.663525	2208.0	352.0	178342.22441	287433.522434	2031	336	33019.0276022	6126.08707539			25501.1661456	8852.59976735			33792.0082378	13711.3258035			29798.3753326	11308.3173989			29118.8735749	13947.2561479			33097.0527953	15091.6749644			29485.3151391	13721.0098886			26570.4746596	10356.1561535			0.947021908473	0.620464248219	5.38990503985	2.88064148564	2.46453251291	2.63508480364	2.08778510025	2.19306689771	2.14891727201	2.5656695656	0	2	0												
3159	381.118139535	399.178439535	18.0603	17.6	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				85498.56559554531	112123.61583213827	68971.81671961436	118137.35596992951	89931.64049997783	131244.9710287243	538472.63189	740315.421197	2497.0	352.0	623736.634255	624984.924321	2309	336	25501.0314029	33563.0630106			41835.3631165	71641.3767413			29623.2120898	64119.5786432			46921.4906192	77127.2900706			36961.0965897	46656.9355859			53373.3888236	66206.8455622			24685.3555997	55102.7348558			29073.4814926	49679.9219854			0.727355687147	0.998002687717	0.759794521578	0.583955320506	0.461999481541	0.608364310172	0.792188688037	0.806161181225	0.447987847868	0.585215924879	0	2	0												
3351	373.222170228	392.285820228	19.06365	17.59	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+H]+		372.214894228	803630.8586135709	886302.7131679254	697914.2670195152	968328.679312076	792063.3452751199	979480.1314641273	1356843.32025	5911853.68601	2681.0	352.0	795082.26136	6287869.5018	2460	336	68618.2050441	83297.1880481			54273.7147023	147579.851071			69831.4315655	153108.048174			63049.5054352	106026.902361			76311.9040292	186682.302072			82119.4916566	202941.208504			72329.8776802	178793.117239			80974.8153622	297509.92842			0.229512331041	0.126447004209	0.823775767851	0.367758297007	0.456092494145	0.594655733889	0.408779531761	0.404646706611	0.404545089861	0.27217517006	0	2	0												
3373	390.248643646	409.312293646	19.06365	17.55	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+NH4]+		372.214820646	42283.03430923802	38575.97057573609	41568.00318603525	39555.016832977584	40663.6515930454	50196.08767927768	108981.238939	271442.107165	2698.0	352.0	49031.5819204	264313.739927								3377.94257068												5624.65966684				11641.2273742				12318.2046194				11390.6033007			0.401489805975	0.185505233038									0	1	0												
3453	432.295582474	451.359232474	19.06365	17.51	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356										133693.94161	511278.228704	2758.0	352.0																																					0.261489604102										0	1	0												
3498	472.238779777	491.302429777	19.06365	17.52	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				102438.44088637995	126017.15887477857	99321.60297912845	145140.74062655485	112059.03557865004	134077.7481971264	179116.942137	196033.96769	2832.0	352.0	94052.9804587	221615.375838																																			0.913703600696	0.42439736008									0	1	0												
3931	383.148929253	405.222629253	22.0737	17.51	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				30418.94646957055	25308.351048586188	19882.52620122765	38076.840651557184	31860.727343764716	34411.40311713818	86894.3404086	125413.175683	3229.0	352.0	41760.9271718	23732.0577777																																			0.692864525082	1.75968420282									0	1	0												
3970	401.159641209	423.233341209	22.0737	17.66	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				477951.6381359995	717822.1953641113	446465.7870792442	819685.508377588	458526.49178122793	965325.936823294	745906.572778				1700986.97556	763522.436805	3064	336	24231.8620289	23853.595176											19582.682049	26666.2740885			24658.8677014				25119.7162793	31514.7561575			25357.4014535	28971.4762643			20910.9003773	27470.1035013				2.22781531173	1.01585785497			0.734361387871		0.797077919743	0.875254033386	0.761223938466	0	1	0	Several: 401,703											
3993	419.170141726	441.243841726	22.0737	17.65	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+H]+		418.162865726	647413.4294227109	995171.4163501031	507714.8030451558	1202984.9697987596	619653.1515692691	1301249.7301008683	955370.257793	716135.930122			2185827.05164	1037907.56412	3084	336	37940.6312895	38598.1563431												38602.9183973			38018.5037784	50654.2478971			39739.465831	45219.5742415			29370.7047786	39824.9154818			33238.9372698	37562.6728284			1.33406273531	2.10599395091	0.982964858536				0.750549171229	0.878811145341	0.737495721541	0.884892761002	0	1	0	Several: 420,708											
4005	436.196574415	458.270274415	22.0737	17.59	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356	[M+NH4]+		418.162751415	307787.7151211583	422140.7072538614	238929.76810633784	515806.8662377978	287929.3254480842	567245.8424710656	456893.254042	702697.146107	3255.0	352.0	587626.784972	311398.205982	3097	336	29138.5652376	16409.0131002			21028.9097469	19163.9930128			23025.2045794	19890.230711			21007.187869	19081.4362548			28472.8114362	18728.9135576			30809.3178581	19471.8924949			21182.5018978	20557.1615331			19441.5997097	18117.7109409			0.650199387564	1.8870589929	1.77576585866	1.09731357827	1.15761375089	1.1009227811	1.52025964286	1.58224568393	1.03041958705	1.07307152504	0	2	0	436	436.197283231	17.57	9.0	1	+						
4668	595.165676557	622.256126557	27.09045	17.52	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				58148.74839465065	138597.351091146	53443.22197742703	171779.83942110284	57666.817151180476	167753.23413042797	118108.037945	176334.595657	4012.0	352.0					9609.27435108								19649.5657377				17214.9710914				17833.2981005				18982.8963992				19172.2167687				18776.1228016				0.669795042232										0	1	0												
4916	704.239647616	734.340147616	30.1005	17.68	30	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	356				172426.55806943128	229771.2081538566	173033.79397557842	267194.6656838584	198687.58741316217	310136.3846263669	904190.5661				968335.862279	911547.152071	4050	336	75776.7933943	80306.813697											131880.964585	171370.405002			81464.8275825				149140.736224					119423.359023			74251.8519998	99383.3106578				1.06229925691	0.943591084067			0.769566743942				0.747125966204	0	1	0	567	704.240687346	17.59	9.0	1	+						
723	170.154163522	180.187663522	10.0335	10.17	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	357										178925.725411				21812.4467316				49197.3737219				9773.5978931	13447.9265758			46118.3410666				34416.4588768	9774.83723161			83262.1899379	27315.9224022	226	93	65972.7343405	20241.7902368			71082.8113784	25667.4243713	251	92	71064.3736161	21612.3236477	237	85				0.726773591307		3.5209239869	3.04811928779	3.25923416698	2.76937842886	3.2881412834	0	0	3												
725	171.138136718	181.171636719	10.0335	16.47	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	358				318530.2191206719	333803.81751961337		469452.7588586246	363825.2347951395	374446.23720874387	171504.123343	67143.788843			174019.320257	66893.8461488			39974.9402511	64801.8394948	139	159		18256.3856387			52005.5831731	120190.292656	155	172		21087.2235054				45807.8260385				15961.5893719				41221.9623677				11235.6562158			2.55428128646	2.60142494827	0.616879714569		0.432693706154						0	0	2												
727	175.086658336	185.120158336	10.0335	6.51	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	359				29385.73940602408	56551.73731530804	28995.82645191993	63881.48522331928	27096.164646534788	56166.74556310153	127794.584988	64514.6703299			239735.643734	65345.1413059	495	88		4797.17177536				3773.90892257				12477.6680662				5238.4618639								11784.4825926				21649.4426329				13690.0248075			1.98086085435	3.66876004769									0	1	0							54	175.086806306	6.49	10.0	1	+
1368	304.150412328	316.190612328	12.0402	6.48	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	359				13113.888383399646	15742.290085713585		19106.273100416525		19356.116554792483	43518.1346415	155661.2372			99052.443072	110528.633538	913	88		10681.2367533				13714.3998476				11530.2567652				9065.47600003				42098.1651793				27379.4233194			8785.11093901	54360.5624989			8398.56222769	56783.1581184			0.279569502494	0.896169977872							0.161608168407	0.147905866915	0	1	0												
733	177.054789282	187.088289282	10.0335	13.78	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	360				526243.0434141664	591711.0676066054	441757.04686421726	655191.7413140775	498105.13438472245	677160.4567189096	307377.286276	355621.370217	606.0	248.0	812541.127751	742457.424819	503	241		12967.1479018				12317.8277881			97551.3269688	111836.175245	157	126																		15877.3594841			0.864338625343	1.09439423809			0.872269878285						0	2	1												
735	177.054810618	187.088310618	10.0335	9.57	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	361				2401537.366717634	2917379.208924134	2493655.621855515	3110675.098919895	2302622.4439966907	3274021.8972611646	5752757.39032	9992101.8536			537523.988656	683241.252988			100017.842235	22545.0415693			74652.1376355	28449.2577966	132	55	127517.330101	41958.1328465	156	60	149414.989031	38623.2656447	164	60	178063.170753	66027.7914968	227	89	153445.269908	52738.9397869	197	74	167797.976531	63489.3818161	252	86	211133.106699	72583.7599318	238	81	0.575730459377	0.786726483955	4.43635652333	2.62404517437	3.03915645073	3.86852293655	2.69679125587	2.90952511613	2.64292975819	2.90882019473	0	0	7	216	177.054862581	9.59	9.0	1	+						
757	185.165054045	195.198554045	10.0335	9.61	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	361				48837.540921873995	48323.576877643005	32114.27071285443	49427.25706479367	42436.66899899647	48874.57432541853	819103.582892				674382.606007				388727.858047	36947.7252389	148	58	82064.9870324	112073.911836	140	56	320362.26109	117428.643142	166	60	89706.0107168	76488.4993121	171	61	750657.306561	274168.772941	237	89	619173.808054	215392.458709	204	74	699991.369407	287803.392411	261	86	686374.601991	251192.236483	245	81			10.5210227567	0.732239873562	2.72814410963	1.17280390547	2.73793874667	2.87463085646	2.43218595703	2.73246741858	0	0	8												
2569	369.118523214	386.175473214	17.05695	9.58	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	361	[M+H]+		368.111247214	6037646.636576949	7904833.223876969	5851638.8861602	8431357.833396506	5620380.479318871	8938659.138660684	17410029.3083	35343575.4034			1642219.02485	1832261.00254			291721.587854	88141.4541805	739	57	233234.543278	107598.625106	673	55	364742.610064	141577.584884	887	60	426812.84578	136112.344755	810	60	528011.330074	202047.137663	1002	89	491710.587917	187154.530366	895	74	517743.758401	211086.241392	1015	86	621079.236528	219342.960442	1052	81	0.492593890391	0.896280072856	3.30969792326	2.1676349772	2.57627371143	3.13573942575	2.61330764782	2.62729727651	2.45275937923	2.83154396784	0	0	8	351	369.118760471	9.59	9.0	1	+						
2590	386.145343872	403.202293872	17.05695	9.51	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	361	[M+NH4]+		368.111520872	277622.57548063545	259985.3470547877	217071.60582849785	298647.06636618916	231420.76971750482	331687.3013182317	965490.88138	1518629.53046			133198.942301	346048.483406			23153.458496	15968.186031			19911.6276711	19802.4582746			30702.9343941	27524.8639402	892	60	38075.75481	25409.4772764	817	60	42418.6702599	35161.9037888	1008	89	47440.0524583	38248.1113489			48563.4764036	39290.6327689			54428.6182982	39176.8423384	1060	81	0.635764590385	0.38491410507	1.44997424573	1.00551292143	1.11546180431	1.49848634806	1.20638150069	1.24032405223	1.23600647231	1.3893059024	0	0	4	379	386.14516233	9.55	9.0	1	+						
736	177.054744459	187.088244459	10.0335	14.03	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362											1237318.54983				1591132.15212			61671.6564839	61511.0778382	140	117	64699.3828763	91240.9971926	133	110	97551.3269688	111836.175245			87217.9031968	75513.3004875	165	126	100881.084055	125341.467263	228	145	83227.1267179	96565.6696503	198	133	81442.2859517	87524.7596233	253	148	103595.310775	101420.334829	239	136			1.00261056466	0.709104293761	0.872269878281	1.15500054472	0.804850032937	0.861870756132	0.93050567979	1.02144516629	0	0	7												
772	195.065381947	205.098881947	10.0335	14.02	10	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				174122.11914532856	251759.1175037022	179288.97875783383	351000.837127424	191753.15021817648	316678.71128852875	253336.493884	7168018.5877			239689.601036	7687060.8129			396197.195334	381666.461061	154	117	367569.945226	560805.32476	146	110	602201.428959	721979.331309	174	128	520093.769606	488764.325581	179	126	656688.054272	762395.001359	245	145	474068.902926	564224.862433	211	133	516471.690171	620152.866835	266	148	655672.278326	648678.266976	250	136	0.0353426111811	0.0311809164607	1.03807181336	0.655432338099	0.834097879045	1.06409928545	0.861348845548	0.84021271392	0.832813517104	1.01078194184	0	0	8	230	195.065352037	14.04	9.0	1	+						
2334	374.144956448	390.198556448	16.0536	13.99	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				4681128.0158134205	6626965.520195139	4648986.554270473	7300875.0848126365	4727476.208348386	7428631.430619501	2493945.66255	2457547.12286	1914.0	257.0	2427793.52549	2776381.60797	1762	248	596498.038397	703629.1397	574	117	439730.848213	729798.466702	533	110	650124.364484	935457.826166	694	127	664318.57982	743171.250584	637	126	794747.461396	1103396.29348	803	143	725847.676001	1043342.08913	721	133	695011.223071	1069494.87255	824	148	665218.363465	935212.322161	853	135	1.01481092238	0.874445183804	0.847744933718	0.602537369255	0.694979876483	0.893897038264	0.720273818294	0.695694809558	0.649849981435	0.71130196609	0	2	8	62	374.145235202	14.01	7.0	1	+						
3324	311.128293207	330.191943207	19.06365	13.96	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				107192.50648014818	144070.81116827935	105255.68437538324	147622.43585851483	68383.46613001596	129105.60090968542	318604.20448	808571.494691	2640.0	257.0	121858.913731	322315.484981			40479.9026895	9267.62102348			12180.1602217	11310.7167192			48337.5102297	11668.1688748	1162	127	44185.6535077	12330.9150128	1061	126	61056.755955	21559.3231799	1270	143	48828.0186828	16008.0119477			49359.9389766	18504.6469978			54042.3929169	17280.5735193	1310	135	0.394033436217	0.378073407606	4.36788498223	1.07686900168	4.14268174796	3.58332317284	2.83203491341	3.0502237781	2.66743477907	3.12734949778	0	1	4												
3366	387.20184061	406.26549061	19.06365	13.97	19	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				56930.11148452482	53140.12352472125	36984.863044228594	42675.08712701357		59020.41008534707	64979.2453527				40121.4403186	95596.6503005			64164.1467609	65628.247971	968	117	49780.7186126	64861.6493532	891	110	66095.248119	73265.2762185	1184	127	59982.1337071	58507.9839047	1080	126	94182.9539693	106352.953972	1292	143	83930.331627	112525.295394	1156	133	77322.3304381	108126.358678	1276	148	81613.5898623	113109.186858	1332	135		0.419695043629	0.97769099046	0.767490791693	0.902136066776	1.02519570329	0.885569704007	0.745879682725	0.715110833135	0.721546959442	0	0	8												
3544	341.13881244	361.20581244	20.067	13.95	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				343515.8600763486	363015.08896038553	307939.4676719021	392910.74489853013	325786.2957650248	398347.4241466241	630261.207277	1688620.9445			284357.830841	684362.338354			68425.0570311	18498.2908172			46464.871719	21487.4613203	924	110	77735.4365818	21876.4695777	1226	127	73182.4880159	46438.9736036	1125	126	95958.6036116	63530.2118933	1339	143	81612.5154204	54026.7284896	1202	133	83079.9628745	52797.5891532	1323	148	86930.3206246	52351.8006505	1381	135	0.373240193028	0.415507714122	3.69899347498	2.16241793418	3.5533812394	1.57588513132	1.51044047787	1.5105951758	1.57355599388	1.66050297305	0	0	7	Several: 325,688											
3614	394.186302751	414.253302751	20.067	14.0	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				514438.54764008825	469190.3207800261	440548.7383286324	546296.0962442189	493433.2555701409	589007.4819785823	595959.254085	1312697.88334	2915.0	257.0	455385.839887	798412.674607	2695	248	22974.2743504	27095.3415641			16792.6395497	30671.3009005			19893.0901101	75778.0274223			44572.7023956	75465.0436016	1146	126	45259.5743983	80448.1019081	1358	143	51914.9307575	86710.7473757	1229	133	45008.6698829	79110.2600477	1342	148	47956.0030889	73472.9285468	1409	135	0.45399574544	0.570363991417	0.847904954289	0.547503335583	0.262517919597	0.59064038485	0.562593440054	0.598713911813	0.568935936448	0.652703030047	0	2	5	699	394.186707911	14.01	18.0	1	+						
4414	503.191705418	529.278805418	26.0871	13.96	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	362				524889.437031578	771832.7938040821	442501.28745423415	768618.1053417653	516316.25775320997	783116.7521860739	3021486.37055	8843790.98745			621664.6752	2793420.44128			413535.355114	139583.967125			315582.472016	160011.513607	1234	110	487243.985348	196558.985525	1614	127	453672.801026	154075.053712	1493	126	660642.775959	247983.791873	1712	143	538277.433116	188679.472949	1601	133	542980.528494	221556.40921	1680	148	604967.87436	205794.316497	1751	135	0.341650585687	0.222546046421	2.96262789797	1.97224852701	2.47886904812	2.94449224645	2.66405627146	2.85286695316	2.45075522947	2.93967241009	0	0	7	725	503.191982716	13.99	18.0	1	+						
