Num	MZ	L_MZ	D_MZ	RT	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	OGroup	Ion	Loss	M	160125_pos_244_ExpMetMarc_KPX_28_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_28_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_fromorigExp_Test_Area	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_N	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_L	_160125_pos_244_12C13C_DON_Treatment_Remus_FID	_160125_pos_244_12C13C_DON_Treatment_Remus_GroupID	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_N	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_L	_160125_pos_244_12C13C_Fg_Treatment_Remus_FID	_160125_pos_244_12C13C_Fg_Treatment_Remus_GroupID	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_ACNFA_Ear_1_FID	_160125_pos_243_solcomp_ACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_ACN_Ear_1_Area_N	_160125_pos_243_solcomp_ACN_Ear_1_Area_L	_160125_pos_243_solcomp_ACN_Ear_1_FID	_160125_pos_243_solcomp_ACN_Ear_1_GroupID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_N	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_L	_160125_pos_243_solcomp_AcetoneFA_Ear_1_FID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_GroupID	_160125_pos_243_solcomp_Acetone_Ear_1_Area_N	_160125_pos_243_solcomp_Acetone_Ear_1_Area_L	_160125_pos_243_solcomp_Acetone_Ear_1_FID	_160125_pos_243_solcomp_Acetone_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACN_Ear_1_FID	_160125_pos_243_solcomp_MeOHACN_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOH_Ear_1_Area_N	_160125_pos_243_solcomp_MeOH_Ear_1_Area_L	_160125_pos_243_solcomp_MeOH_Ear_1_FID	_160125_pos_243_solcomp_MeOH_Ear_1_GroupID	_160125_pos_244_12C13C_DON_Treatment_Remus_fold	_160125_pos_244_12C13C_Fg_Treatment_Remus_fold	_160125_pos_243_solcomp_ACNFA_Ear_1_fold	_160125_pos_243_solcomp_ACN_Ear_1_fold	_160125_pos_243_solcomp_AcetoneFA_Ear_1_fold	_160125_pos_243_solcomp_Acetone_Ear_1_fold	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_fold	_160125_pos_243_solcomp_MeOHACN_Ear_1_fold	_160125_pos_243_solcomp_MeOHFA_Ear_1_fold	_160125_pos_243_solcomp_MeOH_Ear_1_fold	doublePeak	Remus_Stat_fold	solvents_Stat_fold	Phe_Num	Phe_MZ	Phe_RT	Phe_Xn	Phe_Charge	Phe_Ionisation_Mode	Trp_Num	Trp_MZ	Trp_RT	Trp_Xn	Trp_Charge	Trp_Ionisation_Mode
438	147.044042756	156.074192756	9.03015	10.15	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222				3582761.76045818	3887047.742926158	3111744.972472489	3940200.4953068923	2905182.476391547	4015205.332234856	1515596.61471	1597927.62495	396.0	167.0	11776033.3617	3446381.58692	331	163									30672.7444541																								0.948476383439	3.41692672872									0	2	0	192	147.044198754	10.19	9.0	1	+						
1165	511.265090365	522.301940365	11.03685	10.14	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222										290137.211569	535537.234791	986.0	167.0	106380.213269	198625.254237																			4009.15468687								2136.98003812								0.541768513411	0.535582515315									0	1	0												
1169	524.308564084	535.345414084	11.03685	10.15	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222										295979.084157	508152.66356	992.0	167.0	171098.381768	271551.31882																																			0.582460951958	0.630077520932									0	1	0												
1493	218.117664745	231.161214745	13.04355	10.1	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222				235918.51218809868	240776.5260975494	190307.77728404937	247361.74538692538	193595.5079313298	271397.1306684838	107692.773921	113146.15708			887965.106575	266311.574192	1012	163																																	0.951802312159	3.33430910492									0	1	0												
1676	511.265145479	524.308695479	13.04355	10.14	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222										290137.211569	295979.084157	1391.0	167.0	106380.213269	172489.058854																			4009.15468687								1107.41661945								0.980262549279	0.616736006194									0	1	0												
1677	522.301962381	535.345512381	13.04355	10.15	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222										535537.234791	508152.66356	1393.0	167.0	198625.254237	271551.31882																																			1.05389044119	0.73144647244									0	1	0												
1727	260.139708476	274.186608476	14.0469	10.11	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222	[M+H]+		259.132432476	362147.82522794185	377836.04179918225	315931.8721653479	409016.99144266953	294791.9869422597	446823.98780201783	185580.054345	173350.399904			1388782.26672	288505.12511	1243	163																																	1.0705487524	4.8137178367									0	1	0												
1756	277.166123923	291.213023923	14.0469	10.15	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222	[M+NH4]+		259.132300923	1.0841036315462665E8	1.1723418248558652E8	9.490516207152778E7	1.2228524590027015E8	9.011543739224309E7	1.2228331411261345E8	55956563.1006	62428105.7195	1448.0	167.0	342359452.626	144196923.418			34810.8611244	45267.2075982			30503.7110949	47312.820658			36496.7800707	56348.3864893			35206.4424143	41348.2863331			121314.057418	146061.620119			77574.0290689	115711.48451			80278.1532668	151468.095407			109478.427469	135664.562779			0.896336072602	2.37424935643	0.76900836105	0.644724002303	0.647698760242	0.851460738437	0.830567655755	0.670409073028	0.530000413956	0.806978810278	0	1	0	272	277.166488126	10.21	9.0	1	+						
1933	553.325114437	567.372014437	14.0469	10.11	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222														409871.879432	296624.299119	1406	163																																		1.38178794067									0	1	0												
4252	511.265092991	535.345492991	24.0804	10.14	24	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	222										290137.211569	508152.66356	3511.0	167.0	106380.213269	271551.31882																			4009.15468687								2136.98003812								0.570964657622	0.391749941527									0	1	0												
443	147.044080648	156.074230648	9.03015	8.51	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	223				1220291.1784385631	1487900.6485587256	779071.5941502813	1620205.901762783	1229268.330695064	1638256.325391892	409104.074475				4048953.89194	786973.075884	329	127																																		5.14497130336									0	1	0												
1935	585.314680788	599.361580788	14.0469	8.49	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	223														1341478.85409	816559.362932	1407	127																																		1.64284302524									0	1	0												
447	155.106585685	164.136735685	9.03015	22.16	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+H]+		154.099309685	1620559.3988906122	2193509.830615889	3116644.074305314	2381725.1023309785	1493877.6019312222	2588977.523204639	539004.857544	260669.365764			1482569.88597	657549.182985	334	463	86136.4546926				84742.7720286				95594.7645798				89477.7477373				323357.863473	284540.744448			81221.7886859				437013.928817	573193.665127	147	274	93103.3296814				2.0677721602	2.2546904845					1.13642024836		0.762419327716		0	1	1												
483	172.133281364	181.163431364	9.03015	22.14	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+NH4]+,[M+H]+		154.099458364,171.126005364	684004.3128164208	1271945.877909905	1525652.8782707038	1751580.2761254637	734881.7289063997	2035711.0018601017	657751.048338	330450.257131	413.0	463.0	2000825.02546	872924.214459	354	463	87663.6710712				82162.3414828				86255.1430895	8436.69711644			94052.9993406				387146.683639	352962.764206	135	259	97604.5739755				725950.518204	901494.286944	162	274	107559.667198				1.99046916788	2.29209476873			10.2238046357		1.09684851463		0.805274674191		0	2	2												
487	173.117301419	182.147451419	9.03015	22.14	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224				917233.6177834229	891250.533221197	886768.3821748215	1149913.4908344706	817786.4041646883	1297130.094095368	185748.376598	140087.513826	417.0	463.0	607680.345747	339278.256064	358	463																	92563.5642828	88410.9855127	138	259					136552.599509	191009.753841	165	274					1.32594527182	1.79109723328					1.0469690361		0.714898568073		0	2	2												
523	187.132859681	196.163009681	9.03015	22.14	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+H]+,[M+CH3OH+H]+		186.125583681,154.099370681	1901296.8255487108	2320235.7794477735	3726019.4204743053	2454005.2152079004	2023553.9542048902	2662098.796905844	451269.854843	198003.831619	445.0	463.0	1218295.23821	500334.578775	381	463	96501.6362056				116232.349301				116378.866549				107597.524022				348512.762891	396687.634714			108372.358283				512239.146215	743685.343438	180	274	115615.85249				2.27909657683	2.43496110381					0.878557162847		0.688784780734		0	2	1												
557	204.159469545	213.189619545	9.03015	22.17	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+NH4]+,[M+CH3OH+H]+,[M+H]+		186.125646545,171.125980545,203.152193545	160271.4454082999	192685.2572568812	181437.59023992417	228729.06600036102	149415.23531579913	229104.9990736825	52853.0462583	32110.3034549			176003.370395	86122.6278292							10767.4127027												31134.6644963	32572.829178							51670.0710375	72410.4746302	198	274	12754.0168344				1.6459840167	2.04363678665					0.955847719772		0.713571776754		0	0	1												
603	236.186017905	245.216167905	9.03015	22.12	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+NH4]+,[M+CH3OH+H]+		218.152194905,203.152528905	181326.91837085734	351517.92793838144	371274.6499146163	484807.0533432916	178560.4684486954	559360.1057171181	190808.880728	119619.340032			590516.772854	341420.29526			21517.9235554				24703.7070523				25504.0641748				27427.4711335				106406.391599	111794.746148	190	259	26904.7244345				216200.778098	293401.948157	217	274	30384.28227				1.59513403666	1.72958895839					0.951801361561		0.736875741474		0	0	2												
607	241.14147182	250.171621819	9.03015	22.13	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	224	[M+Na]+		218.15225382	116363.59850043988	201480.16467295977	258870.00430585048	258712.5852216695	121318.27283161397	284585.41024620796	75951.9239692	38389.7191138			237050.636425	104071.049704			14909.2472096				15359.3468921				20317.904889				16061.6302262				63296.4935758	59723.1140296	191	259	13344.9465482				111969.980393	139467.516436	218	274	19021.595811				1.9784443784	2.27777693316					1.05983243848		0.802839135982		0	0	2												
448	155.106597019	164.136747019	9.03015	25.81	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+H]+		154.099321019	829225.8518417143	980889.6662726824	1348017.2980535794	1018560.5549974032	948975.2771707315	1183144.2547092848	130218.633003				1719138.74338	529737.103978	335	558	50751.1326179	171843.266647			46611.3986289	189760.912551							91801.6176919	187105.978331			52674.5090062	179241.36589			59067.4614675	159653.692726			40471.2255933	139429.287363			81987.9420478	175191.452607				3.24526775729	0.295333844662	0.245632243238		0.490639681912	0.293874735582	0.369972410027	0.290263447218	0.467990537367	0	1	0												
453	155.143002346	164.173152346	9.03015	25.81	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				221608.1672451382	294157.6352654953	425287.7094988515	203623.42719311363	301000.6733272514	205685.0345772747					249871.146274	88977.8114221	336	558		21705.4662028				22425.1138028							15775.6947006	25411.0223636				28897.6206136				23445.4744981				16559.6268907			14001.929224	25586.3675982				2.80824109158				0.620820936479				0.547241775148	0	1	0												
488	173.117221599	182.147371599	9.03015	25.8	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				1078002.6339056648	1131529.4251706174	1164603.8926169313	1173509.066443343	1238930.8811977352	1516416.1731335483	172031.885708	46736.8407681	418.0	545.0	2692745.23757	864810.500577	360	558	92924.1997324	325637.91726			69407.6131522	351000.080968			167782.685347				177793.027443	370958.209892			106500.267582	350151.486706			100886.519367	314950.331442	124	300	107018.938321	288403.082829			139873.448545	354577.401012	162	306	3.68086252474	3.11368240299	0.285360502592	0.197742441998		0.479280476079	0.304154834766	0.320325172878	0.371074182949	0.394479310147	0	2	2												
530	187.132859119	196.163009119	9.03015	25.81	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+CH3OH+H]+		154.099370119	834673.670421734	1015064.7503112828	859818.0571326731	928399.1526811527	779506.2376821989	1197374.5950831312					465141.474719	141599.433453	382	558		45139.4502074				53312.0476065								50905.9508895				46610.5737531				44922.1538367				42103.934877				50902.9591601				3.28491056338									0	1	0												
1029	217.179790551	228.216640551	11.03685	25.74	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				210604.74669255002	193318.37498580845	849894.4959164378	212580.52419600674	176688.9387468338	196873.5454115337	240074.021814	104976.697627	856.0	545.0		32103.5764925			45827.8358705				35756.4854542				42294.9551008				41858.6905416				181506.556717												158465.258218	22705.6715609			2.286926787									6.97910466084	0	1	0												
2780	295.226958222	313.287258222	18.0603	25.79	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				178016.4305638982	225029.84208519917	241178.3992434238	214904.2643768241	180047.9171175478	228747.67298583052					778966.435868	241967.806375	2135	558																																		3.21929783775									0	1	0												
2851	313.237560896	331.297860896	18.0603	25.79	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				276332.9144405467	343275.7534216455	307166.7517249535	392619.47284680244	286058.2752061694	429567.89671162213	123537.469703	28007.2043187			1702691.99108	575596.169934	2164	558		143934.518077				159330.554995								169880.928893				152638.193441				144023.345842				121899.697449				153967.734091			4.41091757312	2.95813641581									0	1	0												
3039	348.274590374	366.334890374	18.0603	25.79	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+NH4]+		330.240767374	596041.8506386847	686755.1431160409	518903.5870469816	863605.6976456988	637406.588461077	980089.0670086467	307107.598253	101435.089046	2453.0	545.0	3689563.03546	1349412.90863	2250	558	93765.4273014	434682.104013			62682.6209527	449508.337669							176716.749956	483101.452724			103270.080474	449736.978311			86136.1301041	426351.066658	1056	300	89130.4675446	374797.982081			147164.886278	426245.006474			3.02762684138	2.73419871106	0.215710346563	0.139447070721		0.365796353871	0.229623280837	0.202030994737	0.237809358123	0.345258909882	0	2	1												
3061	353.229849074	371.290149074	18.0603	25.81	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+Na]+		330.240631074	420215.68191582704	503972.4687246553	361237.5849990047	483784.3598643464	453172.7597280757	557273.8927316684	120965.081746	41652.2518002	2462.0	545.0	1648396.05797	542907.436527	2257	558	43298.4204141	233486.711838			34318.8066063	251024.04159				298999.237065			86584.7510657	262816.900063			59226.1747393	262485.406804			43865.7964136	232147.096319	1065	300	39609.1216714	158907.655855			78802.7688656	250176.11544			2.9041666781	3.03623775816	0.185442760632	0.136715218148		0.329448947328	0.225636066631	0.188956903227	0.249258737461	0.314989177632	0	2	1												
3304	661.48868551	679.54898551	18.0603	25.81	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+H]+		660.48140951											235851.024096	177529.932956	2427	558																																		1.32851412812									0	1	0												
3314	683.470451172	701.530751172	18.0603	25.81	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225	[M+Na]+		660.481233172		5304.381206520923									211136.030494	146391.80645	2428	558														6413.80694498				4786.06959532												6592.88496861				1.4422667198									0	1	0												
3597	383.243119173	403.310119173	20.067	25.74	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				18174.484149601245	130938.77066025732		180292.65381806955	25773.519861188255	165518.05136591938	826543.292956	499415.193558	2904.0	545.0	119669.104806	454617.812633	2685	558					4814.20042229	5437.79719087											10476.5365951	21712.0639344			26622.2976713	30620.8318523			11356.7625481	18376.8002724			28254.6414725	29642.1479107	1398	306	1.65502232134	0.26323012755		0.885321804641			0.482521451058	0.869417845983	0.617994557252	0.953191433955	0	2	1												
3644	423.235359376	443.302359376	20.067	25.77	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				11678.56194929027	64270.60695487821	6912.34632137049	56255.1109718741	23812.050627049302	62335.49527729753	193853.955006	118354.166694	2938.0	545.0	44855.641635	135905.690677	2721	558					5049.76431966								6867.19334961				5851.01877669	12022.5357529			14047.5290897	13151.1654156			5937.33679566	8255.37666464			15175.4906261	17837.4347183			1.63791407114	0.330049767685					0.486670940055	1.06815849743	0.719208467022	0.850766428346	0	2	0												
3702	460.326695655	480.393695655	20.067	25.75	20	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225					16841.438813465826		13986.169876393635		15972.714143007262	127907.183637	79779.1083583	2995.0	545.0		57387.809177																																			1.60326664799										0	1	0												
4903	672.380196276	702.480696277	30.1005	25.79	30	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	225				135735.63721517086	273901.7796920135	121577.78415630476	309246.0209886444	139407.7557559518	289181.58409536333	200335.920131	203422.126266	4244.0	545.0	220427.251927	340728.110441	4039	560	2890.23162929																												2823.04248828				0.984828562204	0.646930045313									0	2	0												
449	155.106982568	164.137132568	9.03015	24.49	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	226				849620.5818040564	1019368.052774214	1031835.780411992	817896.5808996966	1163698.5776081625	1197925.2862269448	388163.433825	96440.6984912			790455.29717	244871.190081			175608.243038	351623.291203			92575.6886624	352567.481642			249895.343801	467319.754714	76	290	149696.101294	344686.979213			157010.468167	385274.298152			110167.436154	316331.095854			100811.950076	364046.443029			123677.404288	344549.912089			4.02489239396	3.22804531193	0.499421532734	0.26257580033	0.534741665167	0.434295782324	0.407529048577	0.34826622358	0.276920574302	0.358953521532	0	0	1												
450	155.143188573	164.173338573	9.03015	26.52	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	227				231123.67545321546	238731.88826829463	373794.2196018563	268435.741826162	256641.42732193385	327079.6870631679	269090.765659	48779.0790803			290327.443625	58433.831464															15805.7851014	7308.79318599			70605.7564031	37657.8088847	123	320	27504.7194104	18785.864311			79394.8828008	70852.1407325	148	334	41534.8897568	34484.5345145	146	315	5.51652000678	4.96848206511				2.16257112484	1.874930021	1.46411785771	1.12057140377	1.20444977268	0	0	3												
3126	367.246102844	385.306402844	18.0603	26.46	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	227				216690.1827644234	171787.89886051745	130842.62905506085	280029.1897295082	193141.3311029499	578746.7953537066	571678.152686	105460.72297			577743.700103	108715.15488							16575.4110944	15988.548393							34085.678462	21369.9881672			295119.341193	144858.84057	1198	320	30882.4068333	61659.1289924			88384.3238802	292225.138169			157533.160836	129785.771425	1245	315	5.42076838263	5.31428852526		1.03670518967		1.59502561234	2.03728912942	0.500857007518	0.302452843153	1.21379377035	0	0	2												
451	155.143062905	164.173212905	9.03015	27.03	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	228				270655.8197791254	259770.83370301154		283783.91484628024	257469.115609419	236146.72193584876	136404.270613	42699.2246177			194901.687735	61824.6185884	337	586																	26824.5095561	27815.3543102			12814.7617796	14752.7806897			44045.3724296	62473.5294854	149	343	25052.9531601	28547.4684844	147	323	3.19453741453	3.15249316834					0.964377777001	0.868633652809	0.705024556679	0.877589309672	0	1	2												
452	155.143093185	164.173243185	9.03015	28.11	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	229				166804.59137931667		150042.85284839376												22291.6526348	24525.9568708			20298.7404602				31518.3345002	100913.442276			37526.8230633				29856.0944787				29906.2401925				26548.3559133	23631.5796214	150	354	38602.6224522	28444.9382434	148	334			0.908900425462		0.312330387205				1.1234270556	1.35709988617	0	0	2												
454	157.122455725	166.152605725	9.03015	18.53	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	230						2674947.7968607508			361113.14058087347	2395613.2623	214740.088116			207015.330425	146320.628648			193296.720916	117267.444578			185554.131503	167911.43347			373409.643108	191877.410125	77	201	696739.091492	147911.529694			202640.504851	211756.967877	124	211	195730.168041	148742.612528	112	193	197231.755366	157533.915302	151	222	258813.870538	174969.89462	149	205	11.1558735182	1.41480618514	1.648340864	1.10507145147	1.94608444457	4.71051237815	0.956948462582	1.31589841481	1.25199551467	1.47919086938	0	0	5												
504	175.132998539	184.163148539	9.03015	18.53	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	230	[M+H]+		174.125722539	120701.0250412008	127638.99906430939	392692.47765665647	128913.4308760742	159707.5824751039	131803.58538891745	75286.4432088	145786.819945			106623.739877	129834.800294			82024.6805342	116219.072585	89	189	77904.576076	147716.139292	81	183	168617.285254	176579.356166	93	201	193965.920865	146432.806372	105	193	144233.56775	189589.294578	144	211	124269.21183	139683.30641	127	193	155895.64612	150913.771686	172	222	201567.049586	155983.960996	165	205	0.516414606183	0.82122620157	0.705776416123	0.527393800362	0.954909389835	1.32460700352	0.760768523724	0.889649701341	1.03301139703	1.29222933114	0	0	8												
543	192.159555157	201.189705157	9.03015	18.55	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	230	[M+NH4]+		174.125732157	59881.30809083818	52252.6836196128	138211.34563475213	111590.18604681105	54608.92571220443	68341.40602380299		67828.4016331				51571.9747763			52182.6519727	86228.2242799	99	189	45924.7869466	94105.9446472			96228.394504	122651.815209	107	201	128292.728214	104078.86592	119	193	94604.2267991	124822.825531	160	211	92860.5045536	114119.323504	141	193	108289.679004	109237.765084	186	222	139241.802627	108597.373052	181	205			0.605169043065	0.488011539747	0.784565596033	1.23264917503	0.757908070072	0.813714116964	0.991320894571	1.28218389371	0	0	7												
1318	245.138626708	257.178826708	12.0402	18.51	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	230				168152.1001137292	187652.57928221425	270925.8705513195	185778.15210882277	181002.99467926176	216427.64884478904	143633.889309	131460.513602			249943.63328	181357.023587			57158.2198704	157146.216074	301	189	40173.7407196	158280.621542	276	182	68894.3404344	224460.652191	352	201	67060.7944901	200611.454674	325	193	83200.371264	211671.986831	456	211	67361.8837829	193836.17012	389	193	66784.0775865	220449.891252	471	221	72622.6320522	214225.332708	467	204	1.09260100523	1.37818557195	0.363726351791	0.253813387439	0.306932817676	0.334281981052	0.393062740657	0.347519679847	0.302944479615	0.339001140221	0	0	8												
5045	687.192732653	720.303282653	33.11055	18.52	33	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	230				127007.89131798496	490253.31904465414	129657.96552202465	525471.4215681382	147430.07110486724	546935.5535885325	216108.797993	393703.26371			191368.099205	352273.529634			86655.414191	29972.5200428			61392.0780179	36295.5077249	1490	184	82469.2493334	45180.9813739	1894	201	73789.0980032	34911.3122876	1769	193	92569.5031946	46997.9890939	1998	211	92116.7770906	46565.8398776	1910	193	69114.1245032	39177.4236233	1952	222	77262.4183531	37710.4909668	2052	205	0.548912894337	0.543237237846	2.89116210674	1.69145114275	1.82530894252	2.113615707	1.96964816962	1.97820499604	1.76413143365	2.04883087895	0	0	7												
455	157.122400818	166.152550818	9.03015	21.8	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	231				1768162.6368370815	1478918.5497159993		1428495.9042939346	1387462.797196774	1397878.6426064859	247471.56959				197014.270918				142316.046447	34459.1573546	77	229	167230.255767	32396.05975	71	225	185403.77154	44807.4718359	78	249	192202.117437	33259.7753706	91	233	166014.714719	39552.095128	125	254	143575.273577	31689.4634277	113	240	148571.78123	48455.8877088	152	270	129772.914727	34852.0074591					4.12999206517	5.16205541839	4.13778693471	5.77881586076	4.19736841201	4.53069437116	3.06612443307	3.72354203354	0	0	7												
5199	705.218789233	742.342739233	37.12395	21.76	37	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	231				100838.67266234772	400296.47149165336	82415.93453993124	437696.79080505803	111423.67130552321	503387.2668979161	106344.209328	246606.573155			94916.0252734	229104.861131			84182.3801511	216410.390694			75113.5293021	288700.337387	1558	225	71097.2438858	284662.52219	1972	249	75298.2958787	255542.177506	1859	233	86932.706334	277648.309221	2091	254	86427.6786042	282204.138801	2013	240	62701.7601772	200548.443198			54942.4069856	186676.873868			0.431230230272	0.414290752299	0.388994169277	0.260178183309	0.249759762328	0.294660930785	0.313103676294	0.306259429686	0.3126514431	0.294318229393	0	0	5												
458	165.054635669	174.084785669	9.03015	13.41	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	232				271805.74564136437	445302.173881661	205164.1578199508	514561.6563368812	298169.7563201491	578640.3360310764	403866.026031	1933203.7745	404.0	241.0	1276301.68843	8868133.64825	344	235	92229.0216709	177012.124399			107919.82225	281870.050469			157693.459292	398092.646539			164006.476315	366280.011808			163345.807407	366242.968457			144430.844737	290471.699245			143649.280621	335277.762298			189235.982364	383137.581605			0.208910220101	0.143919988022	0.521032228635	0.382870837358	0.396122512343	0.447762561503	0.446003941305	0.497228628856	0.428448578386	0.493911303534	0	2	0	207	165.054713406	13.39	9.0	1	+						
933	185.153632416	196.190482416	11.03685	13.41	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	232				380588.59768443234	371511.31110617175	367353.34496121027	318959.0699283826	374124.5249730452	358028.66652543104	169865.347105	223862.026971	805.0	241.0	432331.691669	1298358.19776	645	235																																	0.75879482288	0.332983372705									0	2	0												
1132	277.109370143	288.146220143	11.03685	13.37	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	232										172008.660289	411462.525382	935.0	241.0	113509.067821	257645.434461																																			0.418042105121	0.440563086471									0	1	0												
1512	225.148667536	238.192217536	13.04355	13.43	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	232				284674.22704706347	331675.9268196142	270781.0030651586	467327.67532946554	263712.7740619918	369298.59933348146	283116.015693	276055.278477	1249.0	241.0	201522.006646	286009.114995	1028	235		40705.537418			15827.5234898	58575.3594991				35040.316409			10257.002736	30662.1298342			18749.8323506	68119.0680052			36491.6426369	114897.017532			14842.6487938	37435.6164673			47406.9811976	87701.9901747	522	127	1.02557725849	0.704599944829		0.270207876233		0.334516969026	0.275250864401	0.317603045065	0.396484690102	0.540546241917	0	2	1												
2552	365.217280899	382.274230899	17.05695	13.44	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	232	[M+H]+		364.210004899	33838.10437055201	45269.362051213226	24445.34433784077	44452.045800640204	40274.668458678054	50007.480381552334	61920.1984764	58219.8835085			117736.107738	263941.587029	1990	235																																	1.0635575811	0.446068802811									0	1	0												
